program_id,institution_id,program_name,field_tags,degree_level,mode,intakes,is_migration_aligned
351,11,Banking,Engineering;Banking,Diploma,oncampus,3;10,FALSE
352,11,International Law,Accounting;Ecology,Master,hybrid,3,FALSE
353,11,Marketing,Ecology;Environmental Science;Marketing,Bachelor,online,7;10,FALSE
354,11,Law,Engineering;Law;Finance,Diploma,oncampus,2,FALSE
355,11,Accounting,Accounting;Computer Science,Master,hybrid,2;3,TRUE
356,11,Public Health,Public Health;Information Technology;Public Health,Master,online,2;7,FALSE
357,11,Education,Education;Data Science;Psychology,Master,oncampus,3,FALSE
358,11,Ecology,Design;Engineering,PhD,hybrid,7,FALSE
359,11,Accounting,Psychology;Accounting;Nursing,Master,online,10,TRUE
360,11,Law,Law;Film;Accounting,Diploma,oncampus,2;10,FALSE
361,11,Education,Design;Marketing;Education,PhD,oncampus,3,FALSE
362,12,Environmental Science,Environmental Science;Ecology,Diploma,oncampus,10,FALSE
363,12,Marketing,Education;Marketing;Engineering,Master,online,3,FALSE
364,12,Marketing,Nursing;Information Technology;Marketing,Bachelor,oncampus,3;10,TRUE
365,12,Marketing,Public Health;Artificial Intelligence;Marketing,Master,oncampus,3;7,FALSE
366,12,Architecture,Cybersecurity;Finance;Public Health,Bachelor,online,7,FALSE
367,12,Accounting,International Law;Accounting;Law,Diploma,oncampus,10,FALSE
368,12,Artificial Intelligence,Film;Artificial Intelligence,Bachelor,oncampus,2;3,FALSE
369,12,Design,Engineering;Artificial Intelligence;Cybersecurity,Bachelor,oncampus,7,FALSE
370,12,Artificial Intelligence,Education;Psychology,Master,oncampus,2,FALSE
371,12,Banking,Banking;Law;Accounting,Bachelor,oncampus,7,FALSE
372,12,International Law,International Law;Law;Accounting,Bachelor,hybrid,10,FALSE
373,12,Law,Artificial Intelligence;Nursing;Law,Master,oncampus,2;3,TRUE
374,12,Sustainable Design,Sustainable Design;Marketing,Bachelor,oncampus,2;10,FALSE
375,12,Design,Design;Public Health,Diploma,oncampus,7;10,FALSE
376,12,Public Health,Computer Science;Public Health;Renewable Energy,Master,oncampus,2,TRUE
377,12,Cybersecurity,Nursing;Cybersecurity,Bachelor,oncampus,10,FALSE
378,12,Law,Banking;Law,Master,online,2;10,FALSE
379,12,Psychology,Psychology;Environmental Science,Master,oncampus,7,FALSE
380,12,Education,Education;Engineering,Diploma,oncampus,3;10,TRUE
381,12,Banking,Film;Artificial Intelligence,Master,oncampus,7;10,FALSE
382,12,Engineering,Education;Engineering,Master,oncampus,2;10,FALSE
383,12,Renewable Energy,Computer Science;Renewable Energy;Marketing,Master,oncampus,2;3,TRUE
384,12,Environmental Science,Renewable Energy;Sustainable Design;Environmental Science,Bachelor,online,3;10,TRUE
385,12,Engineering,Engineering;Marketing;Engineering,Bachelor,hybrid,7;10,FALSE
386,12,Environmental Science,Computer Science;Psychology;Environmental Science,Diploma,hybrid,3;7,FALSE
387,12,Finance,Finance;Architecture;Computer Science,Bachelor,online,2,FALSE
388,12,Accounting,Environmental Science;Nursing,Bachelor,hybrid,3;7,FALSE
389,12,Banking,Renewable Energy;Data Science;Banking,Bachelor,oncampus,7;10,FALSE
390,12,Design,Cybersecurity;Design;Nursing,Bachelor,hybrid,7,FALSE
391,12,Banking,Environmental Science;Banking,Bachelor,oncampus,3,FALSE
392,13,Information Technology,Psychology;Data Science;Information Technology,Master,online,3;10,FALSE
393,13,Banking,Psychology;Information Technology,PhD,online,3;7,FALSE
394,13,International Law,Data Science;International Law,Master,hybrid,3,TRUE
395,13,Nursing,Business;Ecology,Diploma,hybrid,2,TRUE
396,13,Accounting,Nursing;Ecology,Bachelor,oncampus,3;7,FALSE
397,13,Cybersecurity,Cybersecurity;Design;Film,Bachelor,oncampus,10,FALSE
398,13,Renewable Energy,Business;Information Technology;Finance,Bachelor,oncampus,2;3,TRUE
399,13,Engineering,Engineering;Design;Marketing,Bachelor,oncampus,3;7,TRUE
400,13,Marketing,Film;Business,Bachelor,oncampus,3;10,FALSE
401,13,Psychology,Finance;Psychology,Diploma,hybrid,2;3,FALSE
402,13,Data Science,Accounting;Ecology,Diploma,oncampus,7;10,TRUE
403,13,Law,Information Technology;Artificial Intelligence,Bachelor,online,3;7,TRUE
404,13,Data Science,Public Health;Data Science,PhD,hybrid,2;10,FALSE
405,13,Accounting,Accounting;Finance;Ecology,Bachelor,oncampus,2;3,FALSE
406,13,Design,Design;Film;Information Technology,Bachelor,online,2,TRUE
407,13,Information Technology,Information Technology;Sustainable Design;Architecture,Master,oncampus,3,FALSE
408,13,Finance,Nursing;Computer Science,Master,oncampus,7;10,TRUE
409,13,Film,Film;Architecture;Renewable Energy,Master,online,2;10,FALSE
410,13,Film,Renewable Energy;Finance;Banking,Bachelor,oncampus,2,FALSE
411,13,International Law,Environmental Science;International Law;Engineering,Bachelor,oncampus,2;10,FALSE
412,13,Law,Law;Artificial Intelligence;Renewable Energy,Master,hybrid,3,TRUE
413,13,Sustainable Design,Sustainable Design;Sustainable Design,PhD,hybrid,2;3,TRUE
414,13,Education,Education;Ecology;Architecture,Master,oncampus,3,FALSE
415,13,Data Science,Education;Sustainable Design,Master,oncampus,7,FALSE
416,13,Marketing,Banking;Sustainable Design,Diploma,hybrid,10,FALSE
417,13,Design,Design;Business,Master,oncampus,10,TRUE
418,13,Law,Film;Psychology;Law,Master,hybrid,3,FALSE
419,13,Engineering,Engineering;Sustainable Design;Cybersecurity,PhD,online,2;7,TRUE
420,14,Data Science,Law;Accounting;Data Science,Bachelor,oncampus,3;10,TRUE
421,14,Education,Education;Business,Master,online,3,FALSE
422,14,Renewable Energy,Artificial Intelligence;Engineering;Renewable Energy,Master,oncampus,2;7,TRUE
423,14,Renewable Energy,Renewable Energy;Design;Psychology,Bachelor,hybrid,2;10,FALSE
424,14,Engineering,Engineering;Ecology;Cybersecurity,Bachelor,oncampus,2;10,TRUE
425,14,Film,Design;Nursing;Renewable Energy,PhD,hybrid,7,TRUE
426,14,Information Technology,International Law;Public Health;Sustainable Design,Master,online,2,FALSE
427,14,Cybersecurity,Computer Science;Public Health;Accounting,Master,oncampus,7;10,TRUE
428,14,Cybersecurity,Business;Cybersecurity;Marketing,Diploma,online,3,FALSE
429,14,Cybersecurity,Psychology;Finance,PhD,oncampus,10,FALSE
430,14,Information Technology,Cybersecurity;Data Science,PhD,online,3;10,FALSE
431,14,Computer Science,Architecture;International Law,Bachelor,online,3,FALSE
432,14,Environmental Science,Cybersecurity;Business;Ecology,Bachelor,oncampus,10,FALSE
433,14,Architecture,Banking;Environmental Science;Accounting,PhD,oncampus,3,TRUE
434,14,Business,Ecology;Renewable Energy;Environmental Science,Bachelor,online,3,FALSE
435,14,Finance,Nursing;Data Science;Finance,Bachelor,hybrid,3,TRUE
436,14,Renewable Energy,Renewable Energy;Design,Bachelor,oncampus,10,TRUE
437,14,Data Science,Data Science;Nursing;Architecture,Master,oncampus,2;3,FALSE
438,14,Data Science,Marketing;Data Science,Diploma,hybrid,7,FALSE
439,14,Finance,Finance;Education,Master,hybrid,3;7,TRUE
440,14,Design,Renewable Energy;Environmental Science;Design,Bachelor,hybrid,10,TRUE
441,14,Architecture,Architecture;International Law,PhD,online,3,FALSE
442,14,Film,Accounting;Design;Film,Master,online,3;10,FALSE
443,14,Sustainable Design,Data Science;Artificial Intelligence,Bachelor,oncampus,10,TRUE
444,14,Information Technology,International Law;Banking;Business,Bachelor,oncampus,7;10,FALSE
445,14,Business,Film;Public Health,Diploma,online,7,TRUE
446,15,Artificial Intelligence,Public Health;Renewable Energy;Artificial Intelligence,Master,online,3;10,FALSE
447,15,International Law,Artificial Intelligence;Education;Accounting,Bachelor,oncampus,2;7,TRUE
448,15,Film,Film;Design;International Law,Bachelor,oncampus,3,FALSE
449,15,Information Technology,Cybersecurity;Public Health;Psychology,Master,oncampus,7;10,FALSE
450,15,Renewable Energy,Information Technology;Design,Bachelor,oncampus,2,FALSE
451,15,Marketing,Marketing;Design,PhD,online,3;7,FALSE
452,15,Architecture,Environmental Science;International Law,Master,hybrid,2,FALSE
453,15,Ecology,Sustainable Design;Ecology;Environmental Science,Master,oncampus,3,FALSE
454,15,Banking,Banking;Law;Accounting,Bachelor,online,3;10,TRUE
455,15,Computer Science,Computer Science;International Law,Bachelor,oncampus,2,FALSE
456,15,Education,Nursing;Data Science;Education,PhD,oncampus,3;10,FALSE
457,15,Psychology,Computer Science;Psychology,Master,online,7,FALSE
458,15,Design,Ecology;Design,Diploma,oncampus,2;3,TRUE
459,15,Information Technology,Information Technology;Film;International Law,Diploma,online,2;7,FALSE
460,15,Architecture,Renewable Energy;Architecture;Marketing,PhD,oncampus,3,TRUE
461,15,Data Science,Data Science;Information Technology,Master,online,7,FALSE
462,15,Cybersecurity,Engineering;Cybersecurity,Bachelor,online,3,TRUE
463,15,Cybersecurity,Public Health;Artificial Intelligence,Bachelor,oncampus,7,FALSE
464,15,Environmental Science,Public Health;Environmental Science;Education,Bachelor,oncampus,3;7,FALSE
465,15,Ecology,Education;Banking,Master,oncampus,3;7,FALSE
466,15,Engineering,Engineering;Marketing;Film,Bachelor,hybrid,3,TRUE
467,15,Banking,Banking;Ecology;Artificial Intelligence,Master,hybrid,10,FALSE
468,15,Law,Banking;International Law,Bachelor,online,7,FALSE
469,15,Psychology,Law;Nursing;Psychology,Bachelor,oncampus,2;7,FALSE
470,15,Accounting,Film;Marketing,Master,oncampus,3;7,FALSE
471,15,Ecology,Accounting;Ecology,Bachelor,oncampus,2;7,FALSE
472,15,Information Technology,Psychology;Renewable Energy,Master,hybrid,2,FALSE
473,16,Design,Renewable Energy;Design;Environmental Science,Bachelor,oncampus,3;10,FALSE
474,16,Design,Design;Law,Bachelor,hybrid,3;7,TRUE
475,16,Psychology,Psychology;Engineering,Bachelor,hybrid,10,TRUE
476,16,Marketing,Renewable Energy;Marketing;Design,Bachelor,oncampus,2;7,FALSE
477,16,Accounting,Cybersecurity;Ecology,Bachelor,oncampus,3;7,FALSE
478,16,Marketing,Marketing;Accounting;Computer Science,Master,oncampus,2;7,TRUE
479,16,Business,Renewable Energy;Marketing;Business,Diploma,hybrid,2;7,FALSE
480,16,Finance,Accounting;Marketing;Finance,Bachelor,online,3;7,TRUE
481,16,Data Science,Ecology;Marketing;Data Science,Bachelor,oncampus,10,TRUE
482,16,Business,Data Science;Business,Diploma,online,3,TRUE
483,16,Engineering,Engineering;International Law,PhD,oncampus,3,TRUE
484,16,Film,Design;Data Science;Computer Science,Bachelor,oncampus,2;7,TRUE
485,16,Renewable Energy,Renewable Energy;Engineering;Education,Bachelor,oncampus,2;3,TRUE
486,16,Nursing,International Law;Nursing,Bachelor,online,2,FALSE
487,16,Law,Renewable Energy;Computer Science,Bachelor,hybrid,10,FALSE
488,16,Education,Design;Architecture,Diploma,hybrid,10,FALSE
489,16,Law,Banking;Psychology,Bachelor,oncampus,10,TRUE
490,16,Marketing,Engineering;Banking;International Law,Bachelor,online,7;10,FALSE
491,16,Business,Data Science;Ecology,Master,online,3,TRUE
492,16,Cybersecurity,Cybersecurity;International Law;Psychology,Bachelor,hybrid,2;10,FALSE
493,16,Business,Business;Film;Artificial Intelligence,Bachelor,oncampus,2;7,FALSE
494,16,Psychology,Film;Design,PhD,hybrid,2;10,FALSE
495,16,Design,Finance;Design,Bachelor,oncampus,3,TRUE
496,16,Film,Film;Accounting;Education,Bachelor,hybrid,10,FALSE
497,16,Education,Education;Law;Finance,Master,hybrid,7;10,FALSE
498,16,International Law,Education;Accounting,PhD,hybrid,2,FALSE
499,16,Banking,Banking;Cybersecurity,Bachelor,oncampus,2,FALSE
500,16,Renewable Energy,Banking;International Law,PhD,oncampus,3;10,FALSE
501,16,Sustainable Design,Sustainable Design;Law,Master,oncampus,3,FALSE
502,16,Data Science,Data Science;Architecture,Master,hybrid,3,FALSE
503,16,Nursing,Nursing;Ecology;Public Health,Diploma,oncampus,7,FALSE
504,16,Finance,Banking;Ecology,Master,online,3;7,TRUE
505,16,Accounting,Accounting;Accounting,Master,online,2,TRUE
506,16,Artificial Intelligence,Artificial Intelligence;Engineering,Master,hybrid,10,FALSE
507,16,Education,Banking;Education;Engineering,Master,oncampus,2;3,TRUE
508,16,Renewable Energy,International Law;Engineering;Renewable Energy,Master,oncampus,2,TRUE
509,17,Environmental Science,Environmental Science;Environmental Science;Computer Science,Bachelor,oncampus,2,FALSE
510,17,Public Health,Marketing;Public Health,Bachelor,oncampus,7,FALSE
511,17,Education,Finance;Architecture,Bachelor,hybrid,3;7,FALSE
512,17,Marketing,Marketing;Data Science,Bachelor,oncampus,3,TRUE
513,17,International Law,Psychology;Business,Bachelor,hybrid,3,FALSE
514,17,Architecture,Renewable Energy;Design,Bachelor,oncampus,2,FALSE
515,17,Psychology,Information Technology;Marketing,Diploma,hybrid,2;3,FALSE
516,17,Ecology,International Law;Ecology,Bachelor,oncampus,7;10,TRUE
517,17,Film,Law;International Law,Bachelor,oncampus,7;10,FALSE
518,17,Sustainable Design,Nursing;Film,Master,hybrid,3,FALSE
519,17,Design,Design;Design;Architecture,Master,oncampus,3,TRUE
520,17,Public Health,Banking;Nursing;Environmental Science,Bachelor,online,7;10,TRUE
521,17,Law,Sustainable Design;Law;Architecture,Bachelor,online,7,FALSE
522,17,Ecology,Marketing;Ecology,Master,oncampus,7;10,TRUE
523,17,Information Technology,Information Technology;Psychology,Diploma,online,2,FALSE
524,17,Design,Psychology;Nursing,PhD,oncampus,2;3,FALSE
525,17,Renewable Energy,Information Technology;Computer Science,Master,hybrid,10,FALSE
526,17,International Law,International Law;Sustainable Design,PhD,oncampus,10,FALSE
527,17,Renewable Energy,Education;Nursing,Master,oncampus,2;3,FALSE
528,17,Nursing,Nursing;Nursing;Business,Bachelor,oncampus,10,FALSE
529,17,International Law,Computer Science;Engineering;International Law,Diploma,online,7,FALSE
530,17,Finance,International Law;Finance;Psychology,Bachelor,hybrid,3;10,FALSE
531,18,Artificial Intelligence,Renewable Energy;Accounting;Film,Bachelor,oncampus,2;10,FALSE
532,18,Business,Film;Design,Bachelor,online,2;10,FALSE
533,18,Public Health,Information Technology;Public Health;Computer Science,Diploma,oncampus,7;10,FALSE
534,18,Computer Science,Business;Engineering;Computer Science,Bachelor,oncampus,10,FALSE
535,18,Education,Information Technology;Education,Bachelor,oncampus,2;10,FALSE
536,18,International Law,International Law;Psychology;Banking,Bachelor,oncampus,10,FALSE
537,18,Accounting,Accounting;Finance,Master,online,3;10,FALSE
538,18,Psychology,Psychology;Public Health,Master,hybrid,2,FALSE
539,18,Banking,Banking;Finance;Education,Bachelor,hybrid,3;7,FALSE
540,18,Architecture,Architecture;Marketing;Law,Bachelor,oncampus,2;7,FALSE
541,18,Environmental Science,Environmental Science;Education;Business,Bachelor,oncampus,7,TRUE
542,18,Design,Design;Business;Education,Diploma,oncampus,3;7,FALSE
543,18,Ecology,Environmental Science;Education,Bachelor,hybrid,10,TRUE
544,18,Environmental Science,Environmental Science;Environmental Science,Bachelor,oncampus,7,FALSE
545,18,Public Health,Banking;Public Health,Master,oncampus,3;10,FALSE
546,18,Banking,Design;Computer Science;Banking,Bachelor,hybrid,7;10,FALSE
547,18,Accounting,International Law;Accounting;Artificial Intelligence,Bachelor,online,3,TRUE
548,18,Film,Film;Public Health;Design,Bachelor,oncampus,3,TRUE
549,18,Marketing,Finance;Marketing,Master,oncampus,10,FALSE
550,18,Data Science,Environmental Science;Data Science,Bachelor,oncampus,2;10,FALSE
551,18,Finance,Finance;Artificial Intelligence;Sustainable Design,Master,hybrid,2,FALSE
552,18,Film,Ecology;Film,Bachelor,hybrid,2,TRUE
553,18,Cybersecurity,International Law;Psychology;Cybersecurity,Master,oncampus,3;7,FALSE
554,18,Ecology,Cybersecurity;Design;Ecology,Bachelor,online,2;10,FALSE
555,18,Marketing,Psychology;Renewable Energy,Master,oncampus,10,FALSE
556,18,Education,Education;Public Health,PhD,oncampus,7,TRUE
557,18,Film,Finance;International Law;Psychology,Bachelor,oncampus,10,FALSE
558,18,Computer Science,Nursing;Computer Science,Master,oncampus,2;3,FALSE
559,18,Public Health,Environmental Science;Public Health;Banking,Diploma,oncampus,2;3,FALSE
560,18,Banking,Accounting;Banking;Law,Bachelor,oncampus,3,FALSE
561,19,Ecology,Marketing;Engineering;Ecology,Diploma,oncampus,7,FALSE
562,19,Information Technology,Information Technology;Law,Master,oncampus,3;10,FALSE
563,19,Cybersecurity,Cybersecurity;Ecology;Accounting,Master,oncampus,2,TRUE
564,19,Public Health,Business;Public Health;Public Health,Bachelor,online,10,FALSE
565,19,Sustainable Design,Law;Artificial Intelligence,Master,oncampus,10,FALSE
566,19,Business,Business;Engineering;Artificial Intelligence,Diploma,oncampus,10,FALSE
567,19,Renewable Energy,Environmental Science;Engineering;Business,Bachelor,online,3,TRUE
568,19,International Law,Ecology;International Law;Accounting,Master,online,7,FALSE
569,19,Data Science,Data Science;Artificial Intelligence;Cybersecurity,PhD,oncampus,3;7,FALSE
570,19,Film,Education;Marketing,Master,oncampus,2,FALSE
571,19,Accounting,Accounting;Ecology;Business,Bachelor,oncampus,3,FALSE
572,19,Nursing,Nursing;Environmental Science;Nursing,Diploma,oncampus,3,FALSE
573,19,Finance,Banking;International Law,Bachelor,online,2;3,FALSE
574,19,Law,Renewable Energy;Law,PhD,oncampus,7,FALSE
575,19,Information Technology,Artificial Intelligence;Psychology;Computer Science,Bachelor,hybrid,2,FALSE
576,19,Nursing,Accounting;Psychology;Nursing,Master,hybrid,7;10,FALSE
577,19,International Law,International Law;Sustainable Design;Renewable Energy,Diploma,hybrid,3;7,FALSE
578,19,Engineering,Computer Science;Marketing;Education,Bachelor,oncampus,2;7,FALSE
579,19,Design,Computer Science;Design,Bachelor,oncampus,7;10,TRUE
580,19,Business,Psychology;Data Science,Diploma,oncampus,3,FALSE
581,19,Architecture,Film;Architecture,PhD,online,2;3,FALSE
582,19,Nursing,Renewable Energy;Business;Nursing,Master,oncampus,2,FALSE
583,19,Marketing,Ecology;Business;Computer Science,Bachelor,oncampus,7,FALSE
584,19,Business,Business;Business;Cybersecurity,Master,online,3,FALSE
585,19,Film,Film;Computer Science;Data Science,Bachelor,oncampus,10,FALSE
586,19,Environmental Science,Engineering;Environmental Science,Master,oncampus,3,TRUE
587,20,Information Technology,Computer Science;Banking,Bachelor,online,2;3,FALSE
588,20,Artificial Intelligence,Film;Sustainable Design,Bachelor,hybrid,3;10,FALSE
589,20,Information Technology,Public Health;Ecology;Information Technology,Master,oncampus,3;10,FALSE
590,20,Information Technology,International Law;Renewable Energy,Master,oncampus,7;10,FALSE
591,20,Design,Sustainable Design;Finance,PhD,online,3;7,FALSE
592,20,Marketing,Film;Environmental Science,Bachelor,hybrid,2;10,TRUE
593,20,Ecology,Marketing;Environmental Science,Bachelor,oncampus,2;10,FALSE
594,20,Marketing,Marketing;Environmental Science;Finance,Bachelor,online,3;7,FALSE
595,20,Ecology,Environmental Science;Ecology;Cybersecurity,Diploma,online,3;10,FALSE
596,20,International Law,Marketing;International Law,Bachelor,hybrid,3,TRUE
597,20,Environmental Science,Ecology;Sustainable Design;Environmental Science,Diploma,oncampus,3,TRUE
598,20,Finance,Sustainable Design;Banking,Diploma,oncampus,2;7,FALSE
599,20,Engineering,Engineering;Law,Bachelor,oncampus,2,TRUE
600,20,Accounting,Banking;Accounting,Master,oncampus,2;7,FALSE
601,20,Education,Data Science;Information Technology;Education,Diploma,oncampus,10,FALSE
602,20,Marketing,Nursing;Data Science,Bachelor,online,2;7,FALSE
603,20,Artificial Intelligence,Artificial Intelligence;Public Health,Master,hybrid,2;3,TRUE
604,20,Engineering,Public Health;Banking;Engineering,Diploma,online,2,TRUE
605,20,Cybersecurity,Artificial Intelligence;Renewable Energy;Design,Bachelor,oncampus,7,FALSE
606,20,Banking,Business;Education,Bachelor,online,3;10,FALSE
607,20,Marketing,Accounting;Marketing;Environmental Science,Master,oncampus,2,FALSE
608,20,Ecology,Architecture;Film;Ecology,Master,oncampus,3,TRUE
609,20,Environmental Science,Nursing;Environmental Science;Renewable Energy,Bachelor,online,3;7,FALSE
610,20,Ecology,Marketing;Computer Science,Bachelor,hybrid,3;10,TRUE
611,20,Information Technology,Design;Business,Master,hybrid,3;10,FALSE
612,21,Ecology,Nursing;Law;Ecology,Diploma,oncampus,7,FALSE
613,21,Education,Banking;Business;Education,Diploma,oncampus,10,FALSE
614,21,Marketing,Marketing;Nursing;Environmental Science,Bachelor,oncampus,3,FALSE
615,21,Education,Finance;Education;Renewable Energy,Bachelor,oncampus,2;10,FALSE
616,21,Artificial Intelligence,Computer Science;Artificial Intelligence;Renewable Energy,Bachelor,hybrid,3;7,FALSE
617,21,Business,Cybersecurity;Business;Renewable Energy,Master,oncampus,2;10,FALSE
618,21,Nursing,Film;Data Science,PhD,hybrid,2;7,FALSE
619,21,Data Science,Computer Science;Nursing,Master,oncampus,7,FALSE
620,21,Banking,Data Science;Banking,Bachelor,oncampus,2,TRUE
621,21,Computer Science,International Law;Renewable Energy,PhD,oncampus,3;7,FALSE
622,21,Business,Nursing;Business,PhD,oncampus,7,FALSE
623,21,International Law,International Law;Engineering,Bachelor,oncampus,2;3,FALSE
624,21,Psychology,Design;Law,Bachelor,oncampus,7,TRUE
625,21,Finance,Artificial Intelligence;International Law,Master,oncampus,10,FALSE
626,21,Cybersecurity,Environmental Science;Data Science,Bachelor,oncampus,3,FALSE
627,21,Business,Education;Business;Film,Master,online,7,TRUE
628,21,Sustainable Design,Engineering;Artificial Intelligence;Cybersecurity,Bachelor,hybrid,7,FALSE
629,21,Education,Cybersecurity;Renewable Energy,Master,online,7,FALSE
630,21,International Law,Sustainable Design;International Law,Master,oncampus,3,FALSE
631,21,International Law,Psychology;International Law,Bachelor,hybrid,3;10,FALSE
632,21,Law,International Law;Environmental Science,Master,online,2;10,FALSE
633,21,Law,Cybersecurity;Law,Bachelor,oncampus,10,TRUE
634,21,Artificial Intelligence,Film;Data Science,Bachelor,online,2,FALSE
635,21,Artificial Intelligence,Artificial Intelligence;Design,Bachelor,online,10,TRUE
636,21,International Law,Film;International Law,Bachelor,online,7,FALSE
637,21,Nursing,Nursing;Nursing;Architecture,Bachelor,online,2;10,FALSE
638,21,Nursing,Information Technology;Nursing;International Law,Diploma,hybrid,3;10,FALSE
639,21,Environmental Science,Environmental Science;Design;Public Health,Bachelor,oncampus,3,FALSE
640,21,Data Science,International Law;Business;Finance,Bachelor,oncampus,2;3,TRUE
641,21,Computer Science,Ecology;Business,Diploma,oncampus,2;3,TRUE
642,21,Business,Environmental Science;Sustainable Design;Business,Master,oncampus,7;10,TRUE
643,21,Sustainable Design,Sustainable Design;Marketing;Accounting,Bachelor,hybrid,3;7,FALSE
644,21,Renewable Energy,Renewable Energy;Education;International Law,Bachelor,online,2,FALSE
645,21,Law,Artificial Intelligence;Environmental Science;Law,Bachelor,oncampus,2;10,FALSE
646,21,Engineering,Artificial Intelligence;Design,Master,oncampus,7;10,FALSE
647,21,Computer Science,Engineering;Renewable Energy;Law,Bachelor,hybrid,7,FALSE
648,21,Nursing,Film;Ecology;Environmental Science,Bachelor,oncampus,7;10,FALSE
649,21,Marketing,Marketing;Data Science,Bachelor,oncampus,3;7,FALSE
650,21,Artificial Intelligence,Business;Banking,Master,hybrid,2;7,FALSE
651,22,Cybersecurity,Business;Law;Cybersecurity,Master,oncampus,3,TRUE
652,22,Engineering,Engineering;Public Health;Information Technology,Bachelor,hybrid,10,FALSE
653,22,Psychology,Sustainable Design;Psychology;Design,Bachelor,oncampus,2;7,FALSE
654,22,Information Technology,Nursing;Engineering;Information Technology,Bachelor,oncampus,10,FALSE
655,22,Engineering,Architecture;Renewable Energy,Bachelor,oncampus,7,TRUE
656,22,Renewable Energy,Cybersecurity;Information Technology,Master,online,3;7,FALSE
657,22,Banking,Design;Cybersecurity;Banking,Bachelor,online,3,FALSE
658,22,Renewable Energy,Renewable Energy;Marketing;Public Health,Bachelor,hybrid,2;3,FALSE
659,22,Cybersecurity,Data Science;Sustainable Design,Bachelor,oncampus,3,FALSE
660,22,Information Technology,Artificial Intelligence;Information Technology;Information Technology,Diploma,online,2,FALSE
661,22,Artificial Intelligence,Business;Artificial Intelligence;Psychology,Master,oncampus,10,FALSE
662,22,Data Science,Banking;Sustainable Design;Design,PhD,oncampus,2,FALSE
663,22,Banking,Public Health;Psychology,Master,oncampus,2,TRUE
664,22,Engineering,Finance;Film;Psychology,PhD,oncampus,10,FALSE
665,22,Finance,Sustainable Design;Finance;Environmental Science,Master,oncampus,3;7,FALSE
666,22,Computer Science,Computer Science;Design;Business,Master,oncampus,7,TRUE
667,22,Psychology,Engineering;Renewable Energy,Bachelor,oncampus,2,FALSE
668,22,International Law,International Law;Environmental Science,Bachelor,oncampus,7,FALSE
669,22,Public Health,Public Health;Psychology;Information Technology,Master,oncampus,10,TRUE
670,22,Nursing,Information Technology;International Law,Master,oncampus,10,FALSE
671,22,Cybersecurity,Artificial Intelligence;Engineering;Cybersecurity,Master,oncampus,2;3,FALSE
672,22,Ecology,Ecology;Engineering;Accounting,PhD,oncampus,10,FALSE
673,22,Computer Science,Computer Science;Information Technology;Ecology,Diploma,oncampus,7;10,FALSE
674,23,International Law,International Law;Accounting,Diploma,oncampus,2;3,FALSE
675,23,Film,Film;Business;Design,Diploma,hybrid,2,FALSE
676,23,Sustainable Design,Sustainable Design;Law,Master,oncampus,3,FALSE
677,23,Artificial Intelligence,Ecology;Architecture;Artificial Intelligence,Master,hybrid,3;10,TRUE
678,23,Finance,Finance;Public Health;Law,Master,oncampus,10,FALSE
679,23,Marketing,International Law;Marketing;Marketing,Master,oncampus,2;10,TRUE
680,23,Computer Science,Computer Science;Computer Science;Artificial Intelligence,Master,oncampus,7;10,FALSE
681,23,Business,Renewable Energy;Design,Bachelor,oncampus,3;7,TRUE
682,23,Environmental Science,Environmental Science;Environmental Science,Diploma,hybrid,3;7,FALSE
683,23,Architecture,Architecture;Finance,Diploma,oncampus,3,FALSE
684,23,Sustainable Design,Sustainable Design;Banking;Finance,Master,online,10,TRUE
685,23,Engineering,Information Technology;Data Science;Engineering,Bachelor,oncampus,7,FALSE
686,23,Film,Film;Information Technology,Master,oncampus,2,FALSE
687,23,Engineering,Ecology;Accounting,Bachelor,oncampus,2;10,FALSE
688,23,Ecology,Accounting;Ecology,Master,oncampus,10,TRUE
689,23,Finance,Engineering;Finance,Bachelor,hybrid,3,TRUE
690,23,Finance,Marketing;Finance,PhD,oncampus,3;7,FALSE
691,23,Education,Education;Public Health,PhD,oncampus,7,TRUE
692,23,Business,Architecture;Business,Diploma,hybrid,3,FALSE
693,23,Design,Marketing;Design;International Law,PhD,hybrid,10,FALSE
694,23,Finance,Computer Science;Banking;Finance,Bachelor,oncampus,7;10,FALSE
695,23,Accounting,Computer Science;Accounting;Business,Master,hybrid,2;3,FALSE
696,23,Renewable Energy,Sustainable Design;Renewable Energy,Bachelor,oncampus,2;7,FALSE
697,23,Ecology,Business;Ecology,Bachelor,online,2,TRUE
698,23,Computer Science,Environmental Science;Marketing,Bachelor,online,2;3,FALSE
699,23,Sustainable Design,Psychology;Marketing;Environmental Science,Master,online,2,FALSE
700,23,Design,Design;Environmental Science,Diploma,oncampus,7;10,FALSE
701,23,Film,Data Science;Artificial Intelligence;Film,Bachelor,oncampus,7,FALSE
702,23,Information Technology,Information Technology;Education,Diploma,oncampus,2;7,FALSE
703,24,Environmental Science,Environmental Science;Public Health;Business,Master,online,3,FALSE
704,24,Ecology,Banking;Public Health;Ecology,Master,oncampus,7,TRUE
705,24,Sustainable Design,Cybersecurity;Renewable Energy;Engineering,Bachelor,online,2;10,FALSE
706,24,Sustainable Design,Sustainable Design;Nursing;Marketing,Diploma,oncampus,3;10,FALSE
707,24,Business,Design;Renewable Energy,Master,hybrid,3,TRUE
