program_id,institution_id,name,field_tags,degree_level,mode,tuition_aud_per_year,intakes,is_migration_aligned
312,10,Engineering (Diploma),Renewable Energy;Engineering;Accounting,Diploma,online,21173,2;3,False
313,10,Environmental Science (Diploma),Environmental Science;Accounting,Diploma,hybrid,19000,2;3,True
314,10,Education (Master),Business;Education,Master,oncampus,47156,2;7,False
315,10,Design (Bachelor),Education;Finance,Bachelor,online,35108,10,False
316,10,Finance (Diploma),Law;Cybersecurity;Business,Diploma,oncampus,26927,3,False
317,10,Accounting (Bachelor),Accounting;International Law,Bachelor,oncampus,37081,7,False
318,10,Finance (Bachelor),Ecology;Renewable Energy,Bachelor,online,39761,3;10,True
319,10,Psychology (Diploma),Psychology;Design,Diploma,hybrid,22399,2,False
320,10,Education (PhD),Law;Business,PhD,oncampus,36570,3,True
321,10,Engineering (PhD),Engineering;Law,PhD,oncampus,36542,2;10,False
322,10,Psychology (Bachelor),Renewable Energy;Design;Environmental Science,Bachelor,oncampus,38757,3,False
323,11,Banking (Diploma),Artificial Intelligence;Renewable Energy,Diploma,oncampus,21610,2;3,False
324,11,Environmental Science (Bachelor),Artificial Intelligence;Environmental Science,Bachelor,oncampus,41005,2,False
325,11,Nursing (Master),Nursing;Marketing;Ecology,Master,online,29286,3;10,False
326,11,Education (Bachelor),Banking;Education;Ecology,Bachelor,online,33102,2,True
327,11,Computer Science (Bachelor),Computer Science;Architecture,Bachelor,online,31203,2;3,False
328,11,Sustainable Design (Bachelor),Information Technology;Law,Bachelor,oncampus,35900,2,False
329,11,Law (Master),Law;Ecology,Master,hybrid,37435,2,False
330,11,Accounting (Diploma),Education;Accounting,Diploma,oncampus,23752,2;10,True
331,11,Public Health (Bachelor),Public Health;Public Health;Ecology,Bachelor,oncampus,38337,2;10,False
332,11,Accounting (Master),Artificial Intelligence;Information Technology;Psychology,Master,oncampus,33010,10,False
333,11,Computer Science (Bachelor),Nursing;Ecology,Bachelor,oncampus,26482,10,False
334,11,Finance (Master),Finance;International Law,Master,oncampus,30852,7;10,True
335,11,Environmental Science (Master),Data Science;Computer Science,Master,online,37160,2,False
336,11,Finance (Bachelor),Finance;Engineering,Bachelor,online,27343,2;10,False
337,11,Accounting (Master),Architecture;Renewable Energy;Accounting,Master,oncampus,50986,3;7,True
338,11,Psychology (Diploma),Law;Psychology;Architecture,Diploma,oncampus,19241,3;7,True
339,11,Environmental Science (Master),Public Health;Environmental Science,Master,hybrid,44456,3;7,False
340,11,Cybersecurity (Bachelor),Public Health;Cybersecurity;Marketing,Bachelor,hybrid,27804,3,True
341,11,Sustainable Design (Bachelor),Banking;Cybersecurity;Artificial Intelligence,Bachelor,hybrid,40484,2,False
342,11,Finance (Master),Public Health;Artificial Intelligence;Business,Master,oncampus,35426,3;7,False
343,11,Marketing (Diploma),Psychology;Marketing;International Law,Diploma,oncampus,20817,2;3,True
344,11,Computer Science (Diploma),Finance;Accounting;Computer Science,Diploma,oncampus,21374,2;7,False
345,11,Computer Science (PhD),Finance;Computer Science;Sustainable Design,PhD,oncampus,40123,2;10,False
346,11,Marketing (PhD),Psychology;Marketing;Architecture,PhD,online,53154,3;10,False
347,11,Finance (PhD),Finance;Sustainable Design;Business,PhD,online,30148,3;10,True
348,11,International Law (Bachelor),Artificial Intelligence;Psychology;International Law,Bachelor,online,30895,3;7,False
349,11,International Law (Master),Education;Environmental Science,Master,online,48109,7,True
350,11,Law (Bachelor),Law;Psychology,Bachelor,oncampus,28408,2,False
351,11,Banking (Diploma),Engineering;Banking,Diploma,oncampus,23962,3;10,False
352,11,International Law (Master),Accounting;Ecology,Master,hybrid,45826,3,False
353,11,Marketing (Bachelor),Ecology;Environmental Science;Marketing,Bachelor,online,38777,7;10,False
354,11,Law (Diploma),Engineering;Law;Finance,Diploma,oncampus,19826,2,False
355,11,Accounting (Master),Accounting;Computer Science,Master,hybrid,40686,2;3,True
356,11,Public Health (Master),Public Health;Information Technology;Public Health,Master,online,35373,2;7,False
357,11,Education (Master),Education;Data Science;Psychology,Master,oncampus,48643,3,False
358,11,Ecology (PhD),Design;Engineering,PhD,hybrid,45795,7,False
359,11,Accounting (Master),Psychology;Accounting;Nursing,Master,online,43476,10,True
360,11,Law (Diploma),Law;Film;Accounting,Diploma,oncampus,18536,2;10,False
361,11,Education (PhD),Design;Marketing;Education,PhD,oncampus,49420,3,False
362,12,Environmental Science (Diploma),Environmental Science;Ecology,Diploma,oncampus,22349,10,False
363,12,Marketing (Master),Education;Marketing;Engineering,Master,online,50909,3,False
364,12,Marketing (Bachelor),Nursing;Information Technology;Marketing,Bachelor,oncampus,31078,3;10,True
365,12,Marketing (Master),Public Health;Artificial Intelligence;Marketing,Master,oncampus,51291,3;7,False
366,12,Architecture (Bachelor),Cybersecurity;Finance;Public Health,Bachelor,online,36340,7,False
367,12,Accounting (Diploma),International Law;Accounting;Law,Diploma,oncampus,22517,10,False
368,12,Artificial Intelligence (Bachelor),Film;Artificial Intelligence,Bachelor,oncampus,40818,2;3,False
369,12,Design (Bachelor),Engineering;Artificial Intelligence;Cybersecurity,Bachelor,oncampus,39885,7,False
370,12,Artificial Intelligence (Master),Education;Psychology,Master,oncampus,50391,2,False
371,12,Banking (Bachelor),Banking;Law;Accounting,Bachelor,oncampus,40828,7,False
372,12,International Law (Bachelor),International Law;Law;Accounting,Bachelor,hybrid,34656,10,False
373,12,Law (Master),Artificial Intelligence;Nursing;Law,Master,oncampus,38749,2;3,True
374,12,Sustainable Design (Bachelor),Sustainable Design;Marketing,Bachelor,oncampus,30839,2;10,False
375,12,Design (Diploma),Design;Public Health,Diploma,oncampus,24164,7;10,False
376,12,Public Health (Master),Computer Science;Public Health;Renewable Energy,Master,oncampus,34272,2,True
377,12,Cybersecurity (Bachelor),Nursing;Cybersecurity,Bachelor,oncampus,29897,10,False
378,12,Law (Master),Banking;Law,Master,online,51472,2;10,False
379,12,Psychology (Master),Psychology;Environmental Science,Master,oncampus,42916,7,False
380,12,Education (Diploma),Education;Engineering,Diploma,oncampus,22940,3;10,True
381,12,Banking (Master),Film;Artificial Intelligence,Master,oncampus,50804,7;10,False
382,12,Engineering (Master),Education;Engineering,Master,oncampus,33330,2;10,False
383,12,Renewable Energy (Master),Computer Science;Renewable Energy;Marketing,Master,oncampus,38759,2;3,True
384,12,Environmental Science (Bachelor),Renewable Energy;Sustainable Design;Environmental Science,Bachelor,online,37483,3;10,True
385,12,Engineering (Bachelor),Engineering;Marketing;Engineering,Bachelor,hybrid,29009,7;10,False
386,12,Environmental Science (Diploma),Computer Science;Psychology;Environmental Science,Diploma,hybrid,26569,3;7,False
387,12,Finance (Bachelor),Finance;Architecture;Computer Science,Bachelor,online,31978,2,False
388,12,Accounting (Bachelor),Environmental Science;Nursing,Bachelor,hybrid,35503,3;7,False
389,12,Banking (Bachelor),Renewable Energy;Data Science;Banking,Bachelor,oncampus,30583,7;10,False
390,12,Design (Bachelor),Cybersecurity;Design;Nursing,Bachelor,hybrid,40291,7,False
391,12,Banking (Bachelor),Environmental Science;Banking,Bachelor,oncampus,38180,3,False
392,13,Information Technology (Master),Psychology;Data Science;Information Technology,Master,online,35165,3;10,False
393,13,Banking (PhD),Psychology;Information Technology,PhD,online,39951,3;7,False
394,13,International Law (Master),Data Science;International Law,Master,hybrid,38773,3,True
395,13,Nursing (Diploma),Business;Ecology,Diploma,hybrid,22558,2,True
396,13,Accounting (Bachelor),Nursing;Ecology,Bachelor,oncampus,36517,3;7,False
397,13,Cybersecurity (Bachelor),Cybersecurity;Design;Film,Bachelor,oncampus,28066,10,False
398,13,Renewable Energy (Bachelor),Business;Information Technology;Finance,Bachelor,oncampus,33295,2;3,True
399,13,Engineering (Bachelor),Engineering;Design;Marketing,Bachelor,oncampus,31995,3;7,True
400,13,Marketing (Bachelor),Film;Business,Bachelor,oncampus,37754,3;10,False
401,13,Psychology (Diploma),Finance;Psychology,Diploma,hybrid,27114,2;3,False
402,13,Data Science (Diploma),Accounting;Ecology,Diploma,oncampus,20649,7;10,True
403,13,Law (Bachelor),Information Technology;Artificial Intelligence,Bachelor,online,33604,3;7,True
404,13,Data Science (PhD),Public Health;Data Science,PhD,hybrid,53762,2;10,False
405,13,Accounting (Bachelor),Accounting;Finance;Ecology,Bachelor,oncampus,31251,2;3,False
406,13,Design (Bachelor),Design;Film;Information Technology,Bachelor,online,33909,2,True
407,13,Information Technology (Master),Information Technology;Sustainable Design;Architecture,Master,oncampus,29080,3,False
408,13,Finance (Master),Nursing;Computer Science,Master,oncampus,31586,7;10,True
409,13,Film (Master),Film;Architecture;Renewable Energy,Master,online,31959,2;10,False
410,13,Film (Bachelor),Renewable Energy;Finance;Banking,Bachelor,oncampus,31997,2,False
411,13,International Law (Bachelor),Environmental Science;International Law;Engineering,Bachelor,oncampus,31093,2;10,False
412,13,Law (Master),Law;Artificial Intelligence;Renewable Energy,Master,hybrid,34256,3,True
413,13,Sustainable Design (PhD),Sustainable Design;Sustainable Design,PhD,hybrid,43258,2;3,True
414,13,Education (Master),Education;Ecology;Architecture,Master,oncampus,46394,3,False
415,13,Data Science (Master),Education;Sustainable Design,Master,oncampus,40889,7,False
416,13,Marketing (Diploma),Banking;Sustainable Design,Diploma,hybrid,26329,10,False
417,13,Design (Master),Design;Business,Master,oncampus,46284,10,True
418,13,Law (Master),Film;Psychology;Law,Master,hybrid,35999,3,False
419,13,Engineering (PhD),Engineering;Sustainable Design;Cybersecurity,PhD,online,45941,2;7,True
420,14,Data Science (Bachelor),Law;Accounting;Data Science,Bachelor,oncampus,28978,3;10,True
421,14,Education (Master),Education;Business,Master,online,35531,3,False
422,14,Renewable Energy (Master),Artificial Intelligence;Engineering;Renewable Energy,Master,oncampus,29431,2;7,True
423,14,Renewable Energy (Bachelor),Renewable Energy;Design;Psychology,Bachelor,hybrid,26162,2;10,False
424,14,Engineering (Bachelor),Engineering;Ecology;Cybersecurity,Bachelor,oncampus,35833,2;10,True
425,14,Film (PhD),Design;Nursing;Renewable Energy,PhD,hybrid,38017,7,True
426,14,Information Technology (Master),International Law;Public Health;Sustainable Design,Master,online,42289,2,False
427,14,Cybersecurity (Master),Computer Science;Public Health;Accounting,Master,oncampus,45833,7;10,True
428,14,Cybersecurity (Diploma),Business;Cybersecurity;Marketing,Diploma,online,23432,3,False
429,14,Cybersecurity (PhD),Psychology;Finance,PhD,oncampus,54946,10,False
430,14,Information Technology (PhD),Cybersecurity;Data Science,PhD,online,37345,3;10,False
431,14,Computer Science (Bachelor),Architecture;International Law,Bachelor,online,29062,3,False
432,14,Environmental Science (Bachelor),Cybersecurity;Business;Ecology,Bachelor,oncampus,28090,10,False
433,14,Architecture (PhD),Banking;Environmental Science;Accounting,PhD,oncampus,33648,3,True
434,14,Business (Bachelor),Ecology;Renewable Energy;Environmental Science,Bachelor,online,32985,3,False
435,14,Finance (Bachelor),Nursing;Data Science;Finance,Bachelor,hybrid,34174,3,True
436,14,Renewable Energy (Bachelor),Renewable Energy;Design,Bachelor,oncampus,36800,10,True
437,14,Data Science (Master),Data Science;Nursing;Architecture,Master,oncampus,41171,2;3,False
438,14,Data Science (Diploma),Marketing;Data Science,Diploma,hybrid,19749,7,False
439,14,Finance (Master),Finance;Education,Master,hybrid,35193,3;7,True
440,14,Design (Bachelor),Renewable Energy;Environmental Science;Design,Bachelor,hybrid,36183,10,True
441,14,Architecture (PhD),Architecture;International Law,PhD,online,35546,3,False
442,14,Film (Master),Accounting;Design;Film,Master,online,44391,3;10,False
443,14,Sustainable Design (Bachelor),Data Science;Artificial Intelligence,Bachelor,oncampus,41956,10,True
444,14,Information Technology (Bachelor),International Law;Banking;Business,Bachelor,oncampus,31223,7;10,False
445,14,Business (Diploma),Film;Public Health,Diploma,online,20822,7,True
446,15,Artificial Intelligence (Master),Public Health;Renewable Energy;Artificial Intelligence,Master,online,47584,3;10,False
447,15,International Law (Bachelor),Artificial Intelligence;Education;Accounting,Bachelor,oncampus,29690,2;7,True
448,15,Film (Bachelor),Film;Design;International Law,Bachelor,oncampus,36888,3,False
449,15,Information Technology (Master),Cybersecurity;Public Health;Psychology,Master,oncampus,45053,7;10,False
450,15,Renewable Energy (Bachelor),Information Technology;Design,Bachelor,oncampus,40046,2,False
451,15,Marketing (PhD),Marketing;Design,PhD,online,30226,3;7,False
452,15,Architecture (Master),Environmental Science;International Law,Master,hybrid,28645,2,False
453,15,Ecology (Master),Sustainable Design;Ecology;Environmental Science,Master,oncampus,44087,3,False
454,15,Banking (Bachelor),Banking;Law;Accounting,Bachelor,online,30079,3;10,True
455,15,Computer Science (Bachelor),Computer Science;International Law,Bachelor,oncampus,35890,2,False
456,15,Education (PhD),Nursing;Data Science;Education,PhD,oncampus,48710,3;10,False
457,15,Psychology (Master),Computer Science;Psychology,Master,online,46058,7,False
458,15,Design (Diploma),Ecology;Design,Diploma,oncampus,26915,2;3,True
459,15,Information Technology (Diploma),Information Technology;Film;International Law,Diploma,online,27262,2;7,False
460,15,Architecture (PhD),Renewable Energy;Architecture;Marketing,PhD,oncampus,53043,3,True
461,15,Data Science (Master),Data Science;Information Technology,Master,online,34370,7,False
462,15,Cybersecurity (Bachelor),Engineering;Cybersecurity,Bachelor,online,26459,3,True
463,15,Cybersecurity (Bachelor),Public Health;Artificial Intelligence,Bachelor,oncampus,36449,7,False
464,15,Environmental Science (Bachelor),Public Health;Environmental Science;Education,Bachelor,oncampus,27377,3;7,False
465,15,Ecology (Master),Education;Banking,Master,oncampus,41970,3;7,False
466,15,Engineering (Bachelor),Engineering;Marketing;Film,Bachelor,hybrid,26423,3,True
467,15,Banking (Master),Banking;Ecology;Artificial Intelligence,Master,hybrid,43282,10,False
468,15,Law (Bachelor),Banking;International Law,Bachelor,online,36412,7,False
469,15,Psychology (Bachelor),Law;Nursing;Psychology,Bachelor,oncampus,39074,2;7,False
470,15,Accounting (Master),Film;Marketing,Master,oncampus,38704,3;7,False
471,15,Ecology (Bachelor),Accounting;Ecology,Bachelor,oncampus,37240,2;7,False
472,15,Information Technology (Master),Psychology;Renewable Energy,Master,hybrid,50101,2,False
473,16,Design (Bachelor),Renewable Energy;Design;Environmental Science,Bachelor,oncampus,35885,3;10,False
474,16,Design (Bachelor),Design;Law,Bachelor,hybrid,27348,3;7,True
475,16,Psychology (Bachelor),Psychology;Engineering,Bachelor,hybrid,33368,10,True
476,16,Marketing (Bachelor),Renewable Energy;Marketing;Design,Bachelor,oncampus,26342,2;7,False
477,16,Accounting (Bachelor),Cybersecurity;Ecology,Bachelor,oncampus,26405,3;7,False
478,16,Marketing (Master),Marketing;Accounting;Computer Science,Master,oncampus,46230,2;7,True
479,16,Business (Diploma),Renewable Energy;Marketing;Business,Diploma,hybrid,26770,2;7,False
480,16,Finance (Bachelor),Accounting;Marketing;Finance,Bachelor,online,41943,3;7,True
481,16,Data Science (Bachelor),Ecology;Marketing;Data Science,Bachelor,oncampus,30875,10,True
482,16,Business (Diploma),Data Science;Business,Diploma,online,25616,3,True
483,16,Engineering (PhD),Engineering;International Law,PhD,oncampus,35808,3,True
484,16,Film (Bachelor),Design;Data Science;Computer Science,Bachelor,oncampus,30976,2;7,True
485,16,Renewable Energy (Bachelor),Renewable Energy;Engineering;Education,Bachelor,oncampus,29828,2;3,True
486,16,Nursing (Bachelor),International Law;Nursing,Bachelor,online,27800,2,False
487,16,Law (Bachelor),Renewable Energy;Computer Science,Bachelor,hybrid,37834,10,False
488,16,Education (Diploma),Design;Architecture,Diploma,hybrid,19517,10,False
489,16,Law (Bachelor),Banking;Psychology,Bachelor,oncampus,37595,10,True
490,16,Marketing (Bachelor),Engineering;Banking;International Law,Bachelor,online,29311,7;10,False
491,16,Business (Master),Data Science;Ecology,Master,online,48125,3,True
492,16,Cybersecurity (Bachelor),Cybersecurity;International Law;Psychology,Bachelor,hybrid,32993,2;10,False
493,16,Business (Bachelor),Business;Film;Artificial Intelligence,Bachelor,oncampus,26593,2;7,False
494,16,Psychology (PhD),Film;Design,PhD,hybrid,44376,2;10,False
495,16,Design (Bachelor),Finance;Design,Bachelor,oncampus,26201,3,True
496,16,Film (Bachelor),Film;Accounting;Education,Bachelor,hybrid,37381,10,False
497,16,Education (Master),Education;Law;Finance,Master,hybrid,28386,7;10,False
498,16,International Law (PhD),Education;Accounting,PhD,hybrid,32282,2,False
499,16,Banking (Bachelor),Banking;Cybersecurity,Bachelor,oncampus,35428,2,False
500,16,Renewable Energy (PhD),Banking;International Law,PhD,oncampus,31819,3;10,False
501,16,Sustainable Design (Master),Sustainable Design;Law,Master,oncampus,31500,3,False
502,16,Data Science (Master),Data Science;Architecture,Master,hybrid,38081,3,False
503,16,Nursing (Diploma),Nursing;Ecology;Public Health,Diploma,oncampus,24990,7,False
504,16,Finance (Master),Banking;Ecology,Master,online,48384,3;7,True
505,16,Accounting (Master),Accounting;Accounting,Master,online,34564,2,True
506,16,Artificial Intelligence (Master),Artificial Intelligence;Engineering,Master,hybrid,45297,10,False
507,16,Education (Master),Banking;Education;Engineering,Master,oncampus,50852,2;3,True
508,16,Renewable Energy (Master),International Law;Engineering;Renewable Energy,Master,oncampus,33744,2,True
509,17,Environmental Science (Bachelor),Environmental Science;Environmental Science;Computer Science,Bachelor,oncampus,30652,2,False
510,17,Public Health (Bachelor),Marketing;Public Health,Bachelor,oncampus,37826,7,False
511,17,Education (Bachelor),Finance;Architecture,Bachelor,hybrid,32628,3;7,False
512,17,Marketing (Bachelor),Marketing;Data Science,Bachelor,oncampus,40019,3,True
513,17,International Law (Bachelor),Psychology;Business,Bachelor,hybrid,40766,3,False
514,17,Architecture (Bachelor),Renewable Energy;Design,Bachelor,oncampus,38355,2,False
515,17,Psychology (Diploma),Information Technology;Marketing,Diploma,hybrid,22916,2;3,False
516,17,Ecology (Bachelor),International Law;Ecology,Bachelor,oncampus,30857,7;10,True
517,17,Film (Bachelor),Law;International Law,Bachelor,oncampus,26358,7;10,False
518,17,Sustainable Design (Master),Nursing;Film,Master,hybrid,41283,3,False
519,17,Design (Master),Design;Design;Architecture,Master,oncampus,42072,3,True
520,17,Public Health (Bachelor),Banking;Nursing;Environmental Science,Bachelor,online,27307,7;10,True
521,17,Law (Bachelor),Sustainable Design;Law;Architecture,Bachelor,online,29162,7,False
522,17,Ecology (Master),Marketing;Ecology,Master,oncampus,44859,7;10,True
523,17,Information Technology (Diploma),Information Technology;Psychology,Diploma,online,18557,2,False
524,17,Design (PhD),Psychology;Nursing,PhD,oncampus,37166,2;3,False
525,17,Renewable Energy (Master),Information Technology;Computer Science,Master,hybrid,41527,10,False
526,17,International Law (PhD),International Law;Sustainable Design,PhD,oncampus,33536,10,False
527,17,Renewable Energy (Master),Education;Nursing,Master,oncampus,50190,2;3,False
528,17,Nursing (Bachelor),Nursing;Nursing;Business,Bachelor,oncampus,29119,10,False
529,17,International Law (Diploma),Computer Science;Engineering;International Law,Diploma,online,21935,7,False
530,17,Finance (Bachelor),International Law;Finance;Psychology,Bachelor,hybrid,33661,3;10,False
531,18,Artificial Intelligence (Bachelor),Renewable Energy;Accounting;Film,Bachelor,oncampus,29637,2;10,False
532,18,Business (Bachelor),Film;Design,Bachelor,online,32337,2;10,False
533,18,Public Health (Diploma),Information Technology;Public Health;Computer Science,Diploma,oncampus,25901,7;10,False
534,18,Computer Science (Bachelor),Business;Engineering;Computer Science,Bachelor,oncampus,36886,10,False
535,18,Education (Bachelor),Information Technology;Education,Bachelor,oncampus,30236,2;10,False
536,18,International Law (Bachelor),International Law;Psychology;Banking,Bachelor,oncampus,29747,10,False
537,18,Accounting (Master),Accounting;Finance,Master,online,51811,3;10,False
538,18,Psychology (Master),Psychology;Public Health,Master,hybrid,37101,2,False
539,18,Banking (Bachelor),Banking;Finance;Education,Bachelor,hybrid,37836,3;7,False
540,18,Architecture (Bachelor),Architecture;Marketing;Law,Bachelor,oncampus,36614,2;7,False
541,18,Environmental Science (Bachelor),Environmental Science;Education;Business,Bachelor,oncampus,38737,7,True
542,18,Design (Diploma),Design;Business;Education,Diploma,oncampus,23409,3;7,False
543,18,Ecology (Bachelor),Environmental Science;Education,Bachelor,hybrid,29701,10,True
544,18,Environmental Science (Bachelor),Environmental Science;Environmental Science,Bachelor,oncampus,26436,7,False
545,18,Public Health (Master),Banking;Public Health,Master,oncampus,38576,3;10,False
546,18,Banking (Bachelor),Design;Computer Science;Banking,Bachelor,hybrid,31575,7;10,False
547,18,Accounting (Bachelor),International Law;Accounting;Artificial Intelligence,Bachelor,online,34244,3,True
548,18,Film (Bachelor),Film;Public Health;Design,Bachelor,oncampus,31590,3,True
549,18,Marketing (Master),Finance;Marketing,Master,oncampus,40641,10,False
550,18,Data Science (Bachelor),Environmental Science;Data Science,Bachelor,oncampus,39752,2;10,False
551,18,Finance (Master),Finance;Artificial Intelligence;Sustainable Design,Master,hybrid,42087,2,False
552,18,Film (Bachelor),Ecology;Film,Bachelor,hybrid,31276,2,True
553,18,Cybersecurity (Master),International Law;Psychology;Cybersecurity,Master,oncampus,33793,3;7,False
554,18,Ecology (Bachelor),Cybersecurity;Design;Ecology,Bachelor,online,36380,2;10,False
555,18,Marketing (Master),Psychology;Renewable Energy,Master,oncampus,29948,10,False
556,18,Education (PhD),Education;Public Health,PhD,oncampus,42180,7,True
557,18,Film (Bachelor),Finance;International Law;Psychology,Bachelor,oncampus,34043,10,False
558,18,Computer Science (Master),Nursing;Computer Science,Master,oncampus,44211,2;3,False
559,18,Public Health (Diploma),Environmental Science;Public Health;Banking,Diploma,oncampus,19124,2;3,False
560,18,Banking (Bachelor),Accounting;Banking;Law,Bachelor,oncampus,27519,3,False
561,19,Ecology (Diploma),Marketing;Engineering;Ecology,Diploma,oncampus,22072,7,False
562,19,Information Technology (Master),Information Technology;Law,Master,oncampus,48277,3;10,False
563,19,Cybersecurity (Master),Cybersecurity;Ecology;Accounting,Master,oncampus,48360,2,True
564,19,Public Health (Bachelor),Business;Public Health;Public Health,Bachelor,online,39339,10,False
565,19,Sustainable Design (Master),Law;Artificial Intelligence,Master,oncampus,36547,10,False
566,19,Business (Diploma),Business;Engineering;Artificial Intelligence,Diploma,oncampus,22213,10,False
567,19,Renewable Energy (Bachelor),Environmental Science;Engineering;Business,Bachelor,online,29173,3,True
568,19,International Law (Master),Ecology;International Law;Accounting,Master,online,36578,7,False
569,19,Data Science (PhD),Data Science;Artificial Intelligence;Cybersecurity,PhD,oncampus,31401,3;7,False
570,19,Film (Master),Education;Marketing,Master,oncampus,47611,2,False
571,19,Accounting (Bachelor),Accounting;Ecology;Business,Bachelor,oncampus,32091,3,False
572,19,Nursing (Diploma),Nursing;Environmental Science;Nursing,Diploma,oncampus,20792,3,False
573,19,Finance (Bachelor),Banking;International Law,Bachelor,online,30025,2;3,False
574,19,Law (PhD),Renewable Energy;Law,PhD,oncampus,50963,7,False
575,19,Information Technology (Bachelor),Artificial Intelligence;Psychology;Computer Science,Bachelor,hybrid,30552,2,False
576,19,Nursing (Master),Accounting;Psychology;Nursing,Master,hybrid,36680,7;10,False
577,19,International Law (Diploma),International Law;Sustainable Design;Renewable Energy,Diploma,hybrid,19102,3;7,False
578,19,Engineering (Bachelor),Computer Science;Marketing;Education,Bachelor,oncampus,26630,2;7,False
579,19,Design (Bachelor),Computer Science;Design,Bachelor,oncampus,26277,7;10,True
580,19,Business (Diploma),Psychology;Data Science,Diploma,oncampus,18025,3,False
581,19,Architecture (PhD),Film;Architecture,PhD,online,51486,2;3,False
582,19,Nursing (Master),Renewable Energy;Business;Nursing,Master,oncampus,28215,2,False
583,19,Marketing (Bachelor),Ecology;Business;Computer Science,Bachelor,oncampus,29313,7,False
584,19,Business (Master),Business;Business;Cybersecurity,Master,online,29696,3,False
585,19,Film (Bachelor),Film;Computer Science;Data Science,Bachelor,oncampus,29644,10,False
586,19,Environmental Science (Master),Engineering;Environmental Science,Master,oncampus,34353,3,True
587,20,Information Technology (Bachelor),Computer Science;Banking,Bachelor,online,36759,2;3,False
588,20,Artificial Intelligence (Bachelor),Film;Sustainable Design,Bachelor,hybrid,36572,3;10,False
589,20,Information Technology (Master),Public Health;Ecology;Information Technology,Master,oncampus,47127,3;10,False
590,20,Information Technology (Master),International Law;Renewable Energy,Master,oncampus,35186,7;10,False
591,20,Design (PhD),Sustainable Design;Finance,PhD,online,33642,3;7,False
592,20,Marketing (Bachelor),Film;Environmental Science,Bachelor,hybrid,28895,2;10,True
593,20,Ecology (Bachelor),Marketing;Environmental Science,Bachelor,oncampus,36717,2;10,False
594,20,Marketing (Bachelor),Marketing;Environmental Science;Finance,Bachelor,online,40928,3;7,False
595,20,Ecology (Diploma),Environmental Science;Ecology;Cybersecurity,Diploma,online,26277,3;10,False
596,20,International Law (Bachelor),Marketing;International Law,Bachelor,hybrid,41515,3,True
597,20,Environmental Science (Diploma),Ecology;Sustainable Design;Environmental Science,Diploma,oncampus,22967,3,True
598,20,Finance (Diploma),Sustainable Design;Banking,Diploma,oncampus,22444,2;7,False
599,20,Engineering (Bachelor),Engineering;Law,Bachelor,oncampus,33927,2,True
600,20,Accounting (Master),Banking;Accounting,Master,oncampus,37171,2;7,False
601,20,Education (Diploma),Data Science;Information Technology;Education,Diploma,oncampus,21696,10,False
602,20,Marketing (Bachelor),Nursing;Data Science,Bachelor,online,30956,2;7,False
603,20,Artificial Intelligence (Master),Artificial Intelligence;Public Health,Master,hybrid,43417,2;3,True
604,20,Engineering (Diploma),Public Health;Banking;Engineering,Diploma,online,21786,2,True
605,20,Cybersecurity (Bachelor),Artificial Intelligence;Renewable Energy;Design,Bachelor,oncampus,36152,7,False
606,20,Banking (Bachelor),Business;Education,Bachelor,online,32242,3;10,False
607,20,Marketing (Master),Accounting;Marketing;Environmental Science,Master,oncampus,35812,2,False
608,20,Ecology (Master),Architecture;Film;Ecology,Master,oncampus,31180,3,True
609,20,Environmental Science (Bachelor),Nursing;Environmental Science;Renewable Energy,Bachelor,online,39869,3;7,False
610,20,Ecology (Bachelor),Marketing;Computer Science,Bachelor,hybrid,40208,3;10,True
611,20,Information Technology (Master),Design;Business,Master,hybrid,40265,3;10,False
612,21,Ecology (Diploma),Nursing;Law;Ecology,Diploma,oncampus,18278,7,False
613,21,Education (Diploma),Banking;Business;Education,Diploma,oncampus,18824,10,False
614,21,Marketing (Bachelor),Marketing;Nursing;Environmental Science,Bachelor,oncampus,39926,3,False
615,21,Education (Bachelor),Finance;Education;Renewable Energy,Bachelor,oncampus,31934,2;10,False
616,21,Artificial Intelligence (Bachelor),Computer Science;Artificial Intelligence;Renewable Energy,Bachelor,hybrid,36180,3;7,False
617,21,Business (Master),Cybersecurity;Business;Renewable Energy,Master,oncampus,44589,2;10,False
618,21,Nursing (PhD),Film;Data Science,PhD,hybrid,54885,2;7,False
619,21,Data Science (Master),Computer Science;Nursing,Master,oncampus,32538,7,False
620,21,Banking (Bachelor),Data Science;Banking,Bachelor,oncampus,38099,2,True
621,21,Computer Science (PhD),International Law;Renewable Energy,PhD,oncampus,39944,3;7,False
622,21,Business (PhD),Nursing;Business,PhD,oncampus,37263,7,False
623,21,International Law (Bachelor),International Law;Engineering,Bachelor,oncampus,26406,2;3,False
624,21,Psychology (Bachelor),Design;Law,Bachelor,oncampus,39050,7,True
625,21,Finance (Master),Artificial Intelligence;International Law,Master,oncampus,30292,10,False
626,21,Cybersecurity (Bachelor),Environmental Science;Data Science,Bachelor,oncampus,26174,3,False
627,21,Business (Master),Education;Business;Film,Master,online,29151,7,True
628,21,Sustainable Design (Bachelor),Engineering;Artificial Intelligence;Cybersecurity,Bachelor,hybrid,29490,7,False
629,21,Education (Master),Cybersecurity;Renewable Energy,Master,online,42211,7,False
630,21,International Law (Master),Sustainable Design;International Law,Master,oncampus,36112,3,False
631,21,International Law (Bachelor),Psychology;International Law,Bachelor,hybrid,37599,3;10,False
