program_id,institution_id,name,field_tags,degree_level,mode,tuition_aud_per_year,intakes,is_migration_aligned
350,11,Law,Law;Psychology,Bachelor,oncampus,28408,2,False
351,11,Banking,Engineering;Banking,Diploma,oncampus,23962,3;10,False
352,11,International Law,Accounting;Ecology,Master,hybrid,45826,3,False
353,11,Marketing,Ecology;Environmental Science;Marketing,Bachelor,online,38777,7;10,False
354,11,Law,Engineering;Law;Finance,Diploma,oncampus,19826,2,False
355,11,Accounting,Accounting;Computer Science,Master,hybrid,40686,2;3,True
356,11,Public Health,Public Health;Information Technology;Public Health,Master,online,35373,2;7,False
357,11,Education,Education;Data Science;Psychology,Master,oncampus,48643,3,False
358,11,Ecology,Design;Engineering,PhD,hybrid,45795,7,False
359,11,Accounting,Psychology;Accounting;Nursing,Master,online,43476,10,True
360,11,Law,Law;Film;Accounting,Diploma,oncampus,18536,2;10,False
361,11,Education,Design;Marketing;Education,PhD,oncampus,49420,3,False
362,12,Environmental Science,Environmental Science;Ecology,Diploma,oncampus,22349,10,False
363,12,Marketing,Education;Marketing;Engineering,Master,online,50909,3,False
364,12,Marketing,Nursing;Information Technology;Marketing,Bachelor,oncampus,31078,3;10,True
365,12,Marketing,Public Health;Artificial Intelligence;Marketing,Master,oncampus,51291,3;7,False
366,12,Architecture,Cybersecurity;Finance;Public Health,Bachelor,online,36340,7,False
367,12,Accounting,International Law;Accounting;Law,Diploma,oncampus,22517,10,False
368,12,Artificial Intelligence,Film;Artificial Intelligence,Bachelor,oncampus,40818,2;3,False
369,12,Design,Engineering;Artificial Intelligence;Cybersecurity,Bachelor,oncampus,39885,7,False
370,12,Artificial Intelligence,Education;Psychology,Master,oncampus,50391,2,False
371,12,Banking,Banking;Law;Accounting,Bachelor,oncampus,40828,7,False
372,12,International Law,International Law;Law;Accounting,Bachelor,hybrid,34656,10,False
373,12,Law,Artificial Intelligence;Nursing;Law,Master,oncampus,38749,2;3,True
374,12,Sustainable Design,Sustainable Design;Marketing,Bachelor,oncampus,30839,2;10,False
375,12,Design,Design;Public Health,Diploma,oncampus,24164,7;10,False
376,12,Public Health,Computer Science;Public Health;Renewable Energy,Master,oncampus,34272,2,True
377,12,Cybersecurity,Nursing;Cybersecurity,Bachelor,oncampus,29897,10,False
378,12,Law,Banking;Law,Master,online,51472,2;10,False
379,12,Psychology,Psychology;Environmental Science,Master,oncampus,42916,7,False
380,12,Education,Education;Engineering,Diploma,oncampus,22940,3;10,True
381,12,Banking,Film;Artificial Intelligence,Master,oncampus,50804,7;10,False
382,12,Engineering,Education;Engineering,Master,oncampus,33330,2;10,False
383,12,Renewable Energy,Computer Science;Renewable Energy;Marketing,Master,oncampus,38759,2;3,True
384,12,Environmental Science,Renewable Energy;Sustainable Design;Environmental Science,Bachelor,online,37483,3;10,True
385,12,Engineering,Engineering;Marketing;Engineering,Bachelor,hybrid,29009,7;10,False
386,12,Environmental Science,Computer Science;Psychology;Environmental Science,Diploma,hybrid,26569,3;7,False
387,12,Finance,Finance;Architecture;Computer Science,Bachelor,online,31978,2,False
388,12,Accounting,Environmental Science;Nursing,Bachelor,hybrid,35503,3;7,False
389,12,Banking,Renewable Energy;Data Science;Banking,Bachelor,oncampus,30583,7;10,False
390,12,Design,Cybersecurity;Design;Nursing,Bachelor,hybrid,40291,7,False
391,12,Banking,Environmental Science;Banking,Bachelor,oncampus,38180,3,False
392,13,Information Technology,Psychology;Data Science;Information Technology,Master,online,35165,3;10,False
393,13,Banking,Psychology;Information Technology,PhD,online,39951,3;7,False
394,13,International Law,Data Science;International Law,Master,hybrid,38773,3,True
395,13,Nursing,Business;Ecology,Diploma,hybrid,22558,2,True
396,13,Accounting,Nursing;Ecology,Bachelor,oncampus,36517,3;7,False
397,13,Cybersecurity,Cybersecurity;Design;Film,Bachelor,oncampus,28066,10,False
398,13,Renewable Energy,Business;Information Technology;Finance,Bachelor,oncampus,33295,2;3,True
399,13,Engineering,Engineering;Design;Marketing,Bachelor,oncampus,31995,3;7,True
400,13,Marketing,Film;Business,Bachelor,oncampus,37754,3;10,False
401,13,Psychology,Finance;Psychology,Diploma,hybrid,27114,2;3,False
402,13,Data Science,Accounting;Ecology,Diploma,oncampus,20649,7;10,True
403,13,Law,Information Technology;Artificial Intelligence,Bachelor,online,33604,3;7,True
404,13,Data Science,Public Health;Data Science,PhD,hybrid,53762,2;10,False
405,13,Accounting,Accounting;Finance;Ecology,Bachelor,oncampus,31251,2;3,False
406,13,Design,Design;Film;Information Technology,Bachelor,online,33909,2,True
407,13,Information Technology,Information Technology;Sustainable Design;Architecture,Master,oncampus,29080,3,False
408,13,Finance,Nursing;Computer Science,Master,oncampus,31586,7;10,True
409,13,Film,Film;Architecture;Renewable Energy,Master,online,31959,2;10,False
410,13,Film,Renewable Energy;Finance;Banking,Bachelor,oncampus,31997,2,False
411,13,International Law,Environmental Science;International Law;Engineering,Bachelor,oncampus,31093,2;10,False
412,13,Law,Law;Artificial Intelligence;Renewable Energy,Master,hybrid,34256,3,True
413,13,Sustainable Design,Sustainable Design;Sustainable Design,PhD,hybrid,43258,2;3,True
414,13,Education,Education;Ecology;Architecture,Master,oncampus,46394,3,False
415,13,Data Science,Education;Sustainable Design,Master,oncampus,40889,7,False
416,13,Marketing,Banking;Sustainable Design,Diploma,hybrid,26329,10,False
417,13,Design,Design;Business,Master,oncampus,46284,10,True
418,13,Law,Film;Psychology;Law,Master,hybrid,35999,3,False
419,13,Engineering,Engineering;Sustainable Design;Cybersecurity,PhD,online,45941,2;7,True
420,14,Data Science,Law;Accounting;Data Science,Bachelor,oncampus,28978,3;10,True
421,14,Education,Education;Business,Master,online,35531,3,False
422,14,Renewable Energy,Artificial Intelligence;Engineering;Renewable Energy,Master,oncampus,29431,2;7,True
423,14,Renewable Energy,Renewable Energy;Design;Psychology,Bachelor,hybrid,26162,2;10,False
424,14,Engineering,Engineering;Ecology;Cybersecurity,Bachelor,oncampus,35833,2;10,True
425,14,Film,Design;Nursing;Renewable Energy,PhD,hybrid,38017,7,True
426,14,Information Technology,International Law;Public Health;Sustainable Design,Master,online,42289,2,False
427,14,Cybersecurity,Computer Science;Public Health;Accounting,Master,oncampus,45833,7;10,True
428,14,Cybersecurity,Business;Cybersecurity;Marketing,Diploma,online,23432,3,False
429,14,Cybersecurity,Psychology;Finance,PhD,oncampus,54946,10,False
430,14,Information Technology,Cybersecurity;Data Science,PhD,online,37345,3;10,False
431,14,Computer Science,Architecture;International Law,Bachelor,online,29062,3,False
432,14,Environmental Science,Cybersecurity;Business;Ecology,Bachelor,oncampus,28090,10,False
433,14,Architecture,Banking;Environmental Science;Accounting,PhD,oncampus,33648,3,True
434,14,Business,Ecology;Renewable Energy;Environmental Science,Bachelor,online,32985,3,False
435,14,Finance,Nursing;Data Science;Finance,Bachelor,hybrid,34174,3,True
436,14,Renewable Energy,Renewable Energy;Design,Bachelor,oncampus,36800,10,True
437,14,Data Science,Data Science;Nursing;Architecture,Master,oncampus,41171,2;3,False
438,14,Data Science,Marketing;Data Science,Diploma,hybrid,19749,7,False
439,14,Finance,Finance;Education,Master,hybrid,35193,3;7,True
440,14,Design,Renewable Energy;Environmental Science;Design,Bachelor,hybrid,36183,10,True
441,14,Architecture,Architecture;International Law,PhD,online,35546,3,False
442,14,Film,Accounting;Design;Film,Master,online,44391,3;10,False
443,14,Sustainable Design,Data Science;Artificial Intelligence,Bachelor,oncampus,41956,10,True
444,14,Information Technology,International Law;Banking;Business,Bachelor,oncampus,31223,7;10,False
445,14,Business,Film;Public Health,Diploma,online,20822,7,True
446,15,Artificial Intelligence,Public Health;Renewable Energy;Artificial Intelligence,Master,online,47584,3;10,False
447,15,International Law,Artificial Intelligence;Education;Accounting,Bachelor,oncampus,29690,2;7,True
448,15,Film,Film;Design;International Law,Bachelor,oncampus,36888,3,False
449,15,Information Technology,Cybersecurity;Public Health;Psychology,Master,oncampus,45053,7;10,False
450,15,Renewable Energy,Information Technology;Design,Bachelor,oncampus,40046,2,False
451,15,Marketing,Marketing;Design,PhD,online,30226,3;7,False
452,15,Architecture,Environmental Science;International Law,Master,hybrid,28645,2,False
453,15,Ecology,Sustainable Design;Ecology;Environmental Science,Master,oncampus,44087,3,False
454,15,Banking,Banking;Law;Accounting,Bachelor,online,30079,3;10,True
455,15,Computer Science,Computer Science;International Law,Bachelor,oncampus,35890,2,False
456,15,Education,Nursing;Data Science;Education,PhD,oncampus,48710,3;10,False
457,15,Psychology,Computer Science;Psychology,Master,online,46058,7,False
458,15,Design,Ecology;Design,Diploma,oncampus,26915,2;3,True
459,15,Information Technology,Information Technology;Film;International Law,Diploma,online,27262,2;7,False
460,15,Architecture,Renewable Energy;Architecture;Marketing,PhD,oncampus,53043,3,True
461,15,Data Science,Data Science;Information Technology,Master,online,34370,7,False
462,15,Cybersecurity,Engineering;Cybersecurity,Bachelor,online,26459,3,True
463,15,Cybersecurity,Public Health;Artificial Intelligence,Bachelor,oncampus,36449,7,False
464,15,Environmental Science,Public Health;Environmental Science;Education,Bachelor,oncampus,27377,3;7,False
465,15,Ecology,Education;Banking,Master,oncampus,41970,3;7,False
466,15,Engineering,Engineering;Marketing;Film,Bachelor,hybrid,26423,3,True
467,15,Banking,Banking;Ecology;Artificial Intelligence,Master,hybrid,43282,10,False
468,15,Law,Banking;International Law,Bachelor,online,36412,7,False
469,15,Psychology,Law;Nursing;Psychology,Bachelor,oncampus,39074,2;7,False
470,15,Accounting,Film;Marketing,Master,oncampus,38704,3;7,False
471,15,Ecology,Accounting;Ecology,Bachelor,oncampus,37240,2;7,False
472,15,Information Technology,Psychology;Renewable Energy,Master,hybrid,50101,2,False
473,16,Design,Renewable Energy;Design;Environmental Science,Bachelor,oncampus,35885,3;10,False
474,16,Design,Design;Law,Bachelor,hybrid,27348,3;7,True
475,16,Psychology,Psychology;Engineering,Bachelor,hybrid,33368,10,True
476,16,Marketing,Renewable Energy;Marketing;Design,Bachelor,oncampus,26342,2;7,False
477,16,Accounting,Cybersecurity;Ecology,Bachelor,oncampus,26405,3;7,False
478,16,Marketing,Marketing;Accounting;Computer Science,Master,oncampus,46230,2;7,True
479,16,Business,Renewable Energy;Marketing;Business,Diploma,hybrid,26770,2;7,False
480,16,Finance,Accounting;Marketing;Finance,Bachelor,online,41943,3;7,True
481,16,Data Science,Ecology;Marketing;Data Science,Bachelor,oncampus,30875,10,True
482,16,Business,Data Science;Business,Diploma,online,25616,3,True
483,16,Engineering,Engineering;International Law,PhD,oncampus,35808,3,True
484,16,Film,Design;Data Science;Computer Science,Bachelor,oncampus,30976,2;7,True
485,16,Renewable Energy,Renewable Energy;Engineering;Education,Bachelor,oncampus,29828,2;3,True
486,16,Nursing,International Law;Nursing,Bachelor,online,27800,2,False
487,16,Law,Renewable Energy;Computer Science,Bachelor,hybrid,37834,10,False
488,16,Education,Design;Architecture,Diploma,hybrid,19517,10,False
489,16,Law,Banking;Psychology,Bachelor,oncampus,37595,10,True
490,16,Marketing,Engineering;Banking;International Law,Bachelor,online,29311,7;10,False
491,16,Business,Data Science;Ecology,Master,online,48125,3,True
492,16,Cybersecurity,Cybersecurity;International Law;Psychology,Bachelor,hybrid,32993,2;10,False
493,16,Business,Business;Film;Artificial Intelligence,Bachelor,oncampus,26593,2;7,False
494,16,Psychology,Film;Design,PhD,hybrid,44376,2;10,False
495,16,Design,Finance;Design,Bachelor,oncampus,26201,3,True
496,16,Film,Film;Accounting;Education,Bachelor,hybrid,37381,10,False
497,16,Education,Education;Law;Finance,Master,hybrid,28386,7;10,False
498,16,International Law,Education;Accounting,PhD,hybrid,32282,2,False
499,16,Banking,Banking;Cybersecurity,Bachelor,oncampus,35428,2,False
500,16,Renewable Energy,Banking;International Law,PhD,oncampus,31819,3;10,False
501,16,Sustainable Design,Sustainable Design;Law,Master,oncampus,31500,3,False
502,16,Data Science,Data Science;Architecture,Master,hybrid,38081,3,False
503,16,Nursing,Nursing;Ecology;Public Health,Diploma,oncampus,24990,7,False
504,16,Finance,Banking;Ecology,Master,online,48384,3;7,True
505,16,Accounting,Accounting;Accounting,Master,online,34564,2,True
506,16,Artificial Intelligence,Artificial Intelligence;Engineering,Master,hybrid,45297,10,False
507,16,Education,Banking;Education;Engineering,Master,oncampus,50852,2;3,True
508,16,Renewable Energy,International Law;Engineering;Renewable Energy,Master,oncampus,33744,2,True
509,17,Environmental Science,Environmental Science;Environmental Science;Computer Science,Bachelor,oncampus,30652,2,False
510,17,Public Health,Marketing;Public Health,Bachelor,oncampus,37826,7,False
511,17,Education,Finance;Architecture,Bachelor,hybrid,32628,3;7,False
512,17,Marketing,Marketing;Data Science,Bachelor,oncampus,40019,3,True
513,17,International Law,Psychology;Business,Bachelor,hybrid,40766,3,False
514,17,Architecture,Renewable Energy;Design,Bachelor,oncampus,38355,2,False
515,17,Psychology,Information Technology;Marketing,Diploma,hybrid,22916,2;3,False
516,17,Ecology,International Law;Ecology,Bachelor,oncampus,30857,7;10,True
517,17,Film,Law;International Law,Bachelor,oncampus,26358,7;10,False
518,17,Sustainable Design,Nursing;Film,Master,hybrid,41283,3,False
519,17,Design,Design;Design;Architecture,Master,oncampus,42072,3,True
520,17,Public Health,Banking;Nursing;Environmental Science,Bachelor,online,27307,7;10,True
521,17,Law,Sustainable Design;Law;Architecture,Bachelor,online,29162,7,False
522,17,Ecology,Marketing;Ecology,Master,oncampus,44859,7;10,True
523,17,Information Technology,Information Technology;Psychology,Diploma,online,18557,2,False
524,17,Design,Psychology;Nursing,PhD,oncampus,37166,2;3,False
525,17,Renewable Energy,Information Technology;Computer Science,Master,hybrid,41527,10,False
526,17,International Law,International Law;Sustainable Design,PhD,oncampus,33536,10,False
527,17,Renewable Energy,Education;Nursing,Master,oncampus,50190,2;3,False
528,17,Nursing,Nursing;Nursing;Business,Bachelor,oncampus,29119,10,False
529,17,International Law,Computer Science;Engineering;International Law,Diploma,online,21935,7,False
530,17,Finance,International Law;Finance;Psychology,Bachelor,hybrid,33661,3;10,False
531,18,Artificial Intelligence,Renewable Energy;Accounting;Film,Bachelor,oncampus,29637,2;10,False
532,18,Business,Film;Design,Bachelor,online,32337,2;10,False
533,18,Public Health,Information Technology;Public Health;Computer Science,Diploma,oncampus,25901,7;10,False
534,18,Computer Science,Business;Engineering;Computer Science,Bachelor,oncampus,36886,10,False
535,18,Education,Information Technology;Education,Bachelor,oncampus,30236,2;10,False
536,18,International Law,International Law;Psychology;Banking,Bachelor,oncampus,29747,10,False
537,18,Accounting,Accounting;Finance,Master,online,51811,3;10,False
538,18,Psychology,Psychology;Public Health,Master,hybrid,37101,2,False
539,18,Banking,Banking;Finance;Education,Bachelor,hybrid,37836,3;7,False
540,18,Architecture,Architecture;Marketing;Law,Bachelor,oncampus,36614,2;7,False
541,18,Environmental Science,Environmental Science;Education;Business,Bachelor,oncampus,38737,7,True
542,18,Design,Design;Business;Education,Diploma,oncampus,23409,3;7,False
543,18,Ecology,Environmental Science;Education,Bachelor,hybrid,29701,10,True
544,18,Environmental Science,Environmental Science;Environmental Science,Bachelor,oncampus,26436,7,False
545,18,Public Health,Banking;Public Health,Master,oncampus,38576,3;10,False
546,18,Banking,Design;Computer Science;Banking,Bachelor,hybrid,31575,7;10,False
547,18,Accounting,International Law;Accounting;Artificial Intelligence,Bachelor,online,34244,3,True
548,18,Film,Film;Public Health;Design,Bachelor,oncampus,31590,3,True
549,18,Marketing,Finance;Marketing,Master,oncampus,40641,10,False
550,18,Data Science,Environmental Science;Data Science,Bachelor,oncampus,39752,2;10,False
551,18,Finance,Finance;Artificial Intelligence;Sustainable Design,Master,hybrid,42087,2,False
552,18,Film,Ecology;Film,Bachelor,hybrid,31276,2,True
553,18,Cybersecurity,International Law;Psychology;Cybersecurity,Master,oncampus,33793,3;7,False
554,18,Ecology,Cybersecurity;Design;Ecology,Bachelor,online,36380,2;10,False
555,18,Marketing,Psychology;Renewable Energy,Master,oncampus,29948,10,False
556,18,Education,Education;Public Health,PhD,oncampus,42180,7,True
557,18,Film,Finance;International Law;Psychology,Bachelor,oncampus,34043,10,False
558,18,Computer Science,Nursing;Computer Science,Master,oncampus,44211,2;3,False
559,18,Public Health,Environmental Science;Public Health;Banking,Diploma,oncampus,19124,2;3,False
560,18,Banking,Accounting;Banking;Law,Bachelor,oncampus,27519,3,False
561,19,Ecology,Marketing;Engineering;Ecology,Diploma,oncampus,22072,7,False
562,19,Information Technology,Information Technology;Law,Master,oncampus,48277,3;10,False
563,19,Cybersecurity,Cybersecurity;Ecology;Accounting,Master,oncampus,48360,2,True
564,19,Public Health,Business;Public Health;Public Health,Bachelor,online,39339,10,False
565,19,Sustainable Design,Law;Artificial Intelligence,Master,oncampus,36547,10,False
566,19,Business,Business;Engineering;Artificial Intelligence,Diploma,oncampus,22213,10,False
567,19,Renewable Energy,Environmental Science;Engineering;Business,Bachelor,online,29173,3,True
568,19,International Law,Ecology;International Law;Accounting,Master,online,36578,7,False
569,19,Data Science,Data Science;Artificial Intelligence;Cybersecurity,PhD,oncampus,31401,3;7,False
570,19,Film,Education;Marketing,Master,oncampus,47611,2,False
571,19,Accounting,Accounting;Ecology;Business,Bachelor,oncampus,32091,3,False
572,19,Nursing,Nursing;Environmental Science;Nursing,Diploma,oncampus,20792,3,False
573,19,Finance,Banking;International Law,Bachelor,online,30025,2;3,False
574,19,Law,Renewable Energy;Law,PhD,oncampus,50963,7,False
575,19,Information Technology,Artificial Intelligence;Psychology;Computer Science,Bachelor,hybrid,30552,2,False
576,19,Nursing,Accounting;Psychology;Nursing,Master,hybrid,36680,7;10,False
577,19,International Law,International Law;Sustainable Design;Renewable Energy,Diploma,hybrid,19102,3;7,False
578,19,Engineering,Computer Science;Marketing;Education,Bachelor,oncampus,26630,2;7,False
579,19,Design,Computer Science;Design,Bachelor,oncampus,26277,7;10,True
580,19,Business,Psychology;Data Science,Diploma,oncampus,18025,3,False
581,19,Architecture,Film;Architecture,PhD,online,51486,2;3,False
582,19,Nursing,Renewable Energy;Business;Nursing,Master,oncampus,28215,2,False
583,19,Marketing,Ecology;Business;Computer Science,Bachelor,oncampus,29313,7,False
584,19,Business,Business;Business;Cybersecurity,Master,online,29696,3,False
585,19,Film,Film;Computer Science;Data Science,Bachelor,oncampus,29644,10,False
586,19,Environmental Science,Engineering;Environmental Science,Master,oncampus,34353,3,True
587,20,Information Technology,Computer Science;Banking,Bachelor,online,36759,2;3,False
588,20,Artificial Intelligence,Film;Sustainable Design,Bachelor,hybrid,36572,3;10,False
589,20,Information Technology,Public Health;Ecology;Information Technology,Master,oncampus,47127,3;10,False
590,20,Information Technology,International Law;Renewable Energy,Master,oncampus,35186,7;10,False
591,20,Design,Sustainable Design;Finance,PhD,online,33642,3;7,False
592,20,Marketing,Film;Environmental Science,Bachelor,hybrid,28895,2;10,True
593,20,Ecology,Marketing;Environmental Science,Bachelor,oncampus,36717,2;10,False
594,20,Marketing,Marketing;Environmental Science;Finance,Bachelor,online,40928,3;7,False
595,20,Ecology,Environmental Science;Ecology;Cybersecurity,Diploma,online,26277,3;10,False
596,20,International Law,Marketing;International Law,Bachelor,hybrid,41515,3,True
597,20,Environmental Science,Ecology;Sustainable Design;Environmental Science,Diploma,oncampus,22967,3,True
598,20,Finance,Sustainable Design;Banking,Diploma,oncampus,22444,2;7,False
599,20,Engineering,Engineering;Law,Bachelor,oncampus,33927,2,True
600,20,Accounting,Banking;Accounting,Master,oncampus,37171,2;7,False
601,20,Education,Data Science;Information Technology;Education,Diploma,oncampus,21696,10,False
602,20,Marketing,Nursing;Data Science,Bachelor,online,30956,2;7,False
603,20,Artificial Intelligence,Artificial Intelligence;Public Health,Master,hybrid,43417,2;3,True
604,20,Engineering,Public Health;Banking;Engineering,Diploma,online,21786,2,True
605,20,Cybersecurity,Artificial Intelligence;Renewable Energy;Design,Bachelor,oncampus,36152,7,False
606,20,Banking,Business;Education,Bachelor,online,32242,3;10,False
607,20,Marketing,Accounting;Marketing;Environmental Science,Master,oncampus,35812,2,False
608,20,Ecology,Architecture;Film;Ecology,Master,oncampus,31180,3,True
609,20,Environmental Science,Nursing;Environmental Science;Renewable Energy,Bachelor,online,39869,3;7,False
610,20,Ecology,Marketing;Computer Science,Bachelor,hybrid,40208,3;10,True
611,20,Information Technology,Design;Business,Master,hybrid,40265,3;10,False
612,21,Ecology,Nursing;Law;Ecology,Diploma,oncampus,18278,7,False
613,21,Education,Banking;Business;Education,Diploma,oncampus,18824,10,False
614,21,Marketing,Marketing;Nursing;Environmental Science,Bachelor,oncampus,39926,3,False
615,21,Education,Finance;Education;Renewable Energy,Bachelor,oncampus,31934,2;10,False
616,21,Artificial Intelligence,Computer Science;Artificial Intelligence;Renewable Energy,Bachelor,hybrid,36180,3;7,False
617,21,Business,Cybersecurity;Business;Renewable Energy,Master,oncampus,44589,2;10,False
618,21,Nursing,Film;Data Science,PhD,hybrid,54885,2;7,False
619,21,Data Science,Computer Science;Nursing,Master,oncampus,32538,7,False
620,21,Banking,Data Science;Banking,Bachelor,oncampus,38099,2,True
621,21,Computer Science,International Law;Renewable Energy,PhD,oncampus,39944,3;7,False
622,21,Business,Nursing;Business,PhD,oncampus,37263,7,False
623,21,International Law,International Law;Engineering,Bachelor,oncampus,26406,2;3,False
624,21,Psychology,Design;Law,Bachelor,oncampus,39050,7,True
625,21,Finance,Artificial Intelligence;International Law,Master,oncampus,30292,10,False
626,21,Cybersecurity,Environmental Science;Data Science,Bachelor,oncampus,26174,3,False
627,21,Business,Education;Business;Film,Master,online,29151,7,True
628,21,Sustainable Design,Engineering;Artificial Intelligence;Cybersecurity,Bachelor,hybrid,29490,7,False
629,21,Education,Cybersecurity;Renewable Energy,Master,online,42211,7,False
630,21,International Law,Sustainable Design;International Law,Master,oncampus,36112,3,False
631,21,International Law,Psychology;International Law,Bachelor,hybrid,37599,3;10,False
632,21,Law,International Law;Environmental Science,Master,online,48047,2;10,False
633,21,Law,Cybersecurity;Law,Bachelor,oncampus,26451,10,True
634,21,Artificial Intelligence,Film;Data Science,Bachelor,online,34566,2,False
635,21,Artificial Intelligence,Artificial Intelligence;Design,Bachelor,online,30559,10,True
636,21,International Law,Film;International Law,Bachelor,online,27424,7,False
637,21,Nursing,Nursing;Nursing;Architecture,Bachelor,online,32261,2;10,False
638,21,Nursing,Information Technology;Nursing;International Law,Diploma,hybrid,18018,3;10,False
639,21,Environmental Science,Environmental Science;Design;Public Health,Bachelor,oncampus,32432,3,False
640,21,Data Science,International Law;Business;Finance,Bachelor,oncampus,32358,2;3,True
641,21,Computer Science,Ecology;Business,Diploma,oncampus,24481,2;3,True
642,21,Business,Environmental Science;Sustainable Design;Business,Master,oncampus,50544,7;10,True
643,21,Sustainable Design,Sustainable Design;Marketing;Accounting,Bachelor,hybrid,38968,3;7,False
644,21,Renewable Energy,Renewable Energy;Education;International Law,Bachelor,online,31808,2,False
645,21,Law,Artificial Intelligence;Environmental Science;Law,Bachelor,oncampus,31755,2;10,False
646,21,Engineering,Artificial Intelligence;Design,Master,oncampus,50547,7;10,False
647,21,Computer Science,Engineering;Renewable Energy;Law,Bachelor,hybrid,36606,7,False
648,21,Nursing,Film;Ecology;Environmental Science,Bachelor,oncampus,29849,7;10,False
649,21,Marketing,Marketing;Data Science,Bachelor,oncampus,31178,3;7,False
650,21,Artificial Intelligence,Business;Banking,Master,hybrid,50793,2;7,False
651,22,Cybersecurity,Business;Law;Cybersecurity,Master,oncampus,48504,3,True
652,22,Engineering,Engineering;Public Health;Information Technology,Bachelor,hybrid,39318,10,False
653,22,Psychology,Sustainable Design;Psychology;Design,Bachelor,oncampus,38905,2;7,False
654,22,Information Technology,Nursing;Engineering;Information Technology,Bachelor,oncampus,26369,10,False
655,22,Engineering,Architecture;Renewable Energy,Bachelor,oncampus,33294,7,True
656,22,Renewable Energy,Cybersecurity;Information Technology,Master,online,32138,3;7,False
657,22,Banking,Design;Cybersecurity;Banking,Bachelor,online,36996,3,False
658,22,Renewable Energy,Renewable Energy;Marketing;Public Health,Bachelor,hybrid,30164,2;3,False
659,22,Cybersecurity,Data Science;Sustainable Design,Bachelor,oncampus,37202,3,False
660,22,Information Technology,Artificial Intelligence;Information Technology;Information Technology,Diploma,online,19629,2,False
661,22,Artificial Intelligence,Business;Artificial Intelligence;Psychology,Master,oncampus,42924,10,False
662,22,Data Science,Banking;Sustainable Design;Design,PhD,oncampus,42013,2,False
663,22,Banking,Public Health;Psychology,Master,oncampus,38748,2,True
664,22,Engineering,Finance;Film;Psychology,PhD,oncampus,48257,10,False
665,22,Finance,Sustainable Design;Finance;Environmental Science,Master,oncampus,32458,3;7,False
666,22,Computer Science,Computer Science;Design;Business,Master,oncampus,42427,7,True
667,22,Psychology,Engineering;Renewable Energy,Bachelor,oncampus,39516,2,False
668,22,International Law,International Law;Environmental Science,Bachelor,oncampus,41323,7,False
669,22,Public Health,Public Health;Psychology;Information Technology,Master,oncampus,29637,10,True
670,22,Nursing,Information Technology;International Law,Master,oncampus,46452,10,False
671,22,Cybersecurity,Artificial Intelligence;Engineering;Cybersecurity,Master,oncampus,40356,2;3,False
672,22,Ecology,Ecology;Engineering;Accounting,PhD,oncampus,44387,10,False
673,22,Computer Science,Computer Science;Information Technology;Ecology,Diploma,oncampus,20591,7;10,False
674,23,International Law,International Law;Accounting,Diploma,oncampus,20854,2;3,False
675,23,Film,Film;Business;Design,Diploma,hybrid,20594,2,False
676,23,Sustainable Design,Sustainable Design;Law,Master,oncampus,44322,3,False
677,23,Artificial Intelligence,Ecology;Architecture;Artificial Intelligence,Master,hybrid,30700,3;10,True
678,23,Finance,Finance;Public Health;Law,Master,oncampus,33520,10,False
679,23,Marketing,International Law;Marketing;Marketing,Master,oncampus,39281,2;10,True
680,23,Computer Science,Computer Science;Computer Science;Artificial Intelligence,Master,oncampus,35081,7;10,False
681,23,Business,Renewable Energy;Design,Bachelor,oncampus,37171,3;7,True
682,23,Environmental Science,Environmental Science;Environmental Science,Diploma,hybrid,21630,3;7,False
683,23,Architecture,Architecture;Finance,Diploma,oncampus,25751,3,False
684,23,Sustainable Design,Sustainable Design;Banking;Finance,Master,online,42665,10,True
685,23,Engineering,Information Technology;Data Science;Engineering,Bachelor,oncampus,30236,7,False
686,23,Film,Film;Information Technology,Master,oncampus,33552,2,False
687,23,Engineering,Ecology;Accounting,Bachelor,oncampus,41641,2;10,False
688,23,Ecology,Accounting;Ecology,Master,oncampus,28816,10,True
689,23,Finance,Engineering;Finance,Bachelor,hybrid,41896,3,True
690,23,Finance,Marketing;Finance,PhD,oncampus,36811,3;7,False
691,23,Education,Education;Public Health,PhD,oncampus,44671,7,True
692,23,Business,Architecture;Business,Diploma,hybrid,24773,3,False
693,23,Design,Marketing;Design;International Law,PhD,hybrid,41181,10,False
694,23,Finance,Computer Science;Banking;Finance,Bachelor,oncampus,28607,7;10,False
695,23,Accounting,Computer Science;Accounting;Business,Master,hybrid,38531,2;3,False
696,23,Renewable Energy,Sustainable Design;Renewable Energy,Bachelor,oncampus,30177,2;7,False
697,23,Ecology,Business;Ecology,Bachelor,online,38508,2,True
698,23,Computer Science,Environmental Science;Marketing,Bachelor,online,31951,2;3,False
699,23,Sustainable Design,Psychology;Marketing;Environmental Science,Master,online,30890,2,False
700,23,Design,Design;Environmental Science,Diploma,oncampus,18897,7;10,False
701,23,Film,Data Science;Artificial Intelligence;Film,Bachelor,oncampus,32460,7,False
702,23,Information Technology,Information Technology;Education,Diploma,oncampus,18249,2;7,False
703,24,Environmental Science,Environmental Science;Public Health;Business,Master,online,49714,3,False
704,24,Ecology,Banking;Public Health;Ecology,Master,oncampus,30942,7,True
705,24,Sustainable Design,Cybersecurity;Renewable Energy;Engineering,Bachelor,online,37138,2;10,False
