student_id,interests,core_program,program_match
1224,Marketing;Law,construction,0.2
3988,Business;Information Technology,nursing,0.18
3871,Business;Education;Artificial Intelligence,trades,0.18
1849,Finance;Engineering;Law;Business,health sciences,0.43
3794,Sustainable Design;Education;Accounting;Artificial Intelligence;Information Technology,information technology,0.55
680,Environmental Science;Engineering;Architecture;Public Health;Artificial Intelligence,construction,0.35
2868,Ecology;Psychology;Renewable Energy;Design;Education,information technology,0.37
4839,Data Science;Computer Science;Public Health;Design;International Law,engineering,0.45
3123,Public Health;Renewable Energy;Engineering;Data Science;Environmental Science,education,0.5
1061,Business;Renewable Energy;Law,agriculture,0.31
2891,Design;Law,trades,0.11
92,Engineering;Architecture,engineering,0.73
2095,Law;Information Technology;Banking;Cybersecurity,engineering,0.29
1772,Artificial Intelligence;International Law,education,0.33
4057,Data Science;Law;Banking,mining,0.26
3983,Marketing;Computer Science;Artificial Intelligence,information technology,0.55
2744,Information Technology;Film;Finance;Public Health;Environmental Science,nursing,0.2
2396,Sustainable Design;Artificial Intelligence;Design;Banking,construction,0.36
2079,Education;Cybersecurity;Public Health;Film,agriculture,0.25
2130,Public Health;Psychology;Renewable Energy,engineering,0.31
2325,Design;Sustainable Design;Banking;Cybersecurity,construction,0.31
2140,Data Science;Architecture;Public Health;Accounting;Law,nursing,0.27
4974,Banking;Design;Business,trades,0.25
630,Artificial Intelligence;Law,agriculture,0.23
591,Cybersecurity;Public Health;Education;Banking,trades,0.14
200,Environmental Science;Business,engineering,0.48
3631,Business;Ecology;Information Technology,construction,0.28
841,Business;Finance;Nursing;Engineering,engineering,0.5
1950,Finance;Sustainable Design,mining,0.24
2997,Renewable Energy;Finance;Ecology,nursing,0.12
1059,Cybersecurity;International Law;Artificial Intelligence;Education;Psychology,cyber security,0.29
2385,Cybersecurity;Finance;Sustainable Design;Banking,information technology,0.33
2629,Public Health;Architecture,cyber security,0.28
3933,Computer Science;Banking,logistics,0.23
412,Architecture;Finance,information technology,0.35
3540,Marketing;Business,logistics,0.33
4842,Education;Renewable Energy;Nursing;Business,health sciences,0.46
1178,Sustainable Design;Architecture;Data Science,logistics,0.2
1658,Data Science;Engineering;Environmental Science;Architecture,logistics,0.26
3738,Artificial Intelligence;Banking;Engineering,information technology,0.45
1838,Design;Marketing;Film;Public Health;Law,construction,0.27
2127,Film;Ecology;Marketing;Finance;Environmental Science,mining,0.19
1045,Business;Ecology;Film,construction,0.22
1809,Design;Engineering;International Law,information technology,0.47
4800,Finance;Ecology;Business;Artificial Intelligence,agriculture,0.35
4010,Design;International Law;Film,health sciences,0.29
2910,Finance;Public Health;Marketing;Design;Computer Science,logistics,0.23
594,Engineering;Public Health;Nursing;Accounting,cyber security,0.22
3915,Banking;Psychology;Film;Renewable Energy;Environmental Science,logistics,0.14
4147,Education;Finance,trades,0.21
4694,Film;Nursing;Psychology;Public Health;Design,cyber security,0.16
3452,Business;Computer Science;Accounting;Education,health sciences,0.47
2591,Business;Ecology;Film,logistics,0.16
1180,Accounting;Finance;Renewable Energy;Data Science,engineering,0.35
307,Law;Environmental Science,logistics,0.14
4735,International Law;Environmental Science;Ecology;Nursing;Computer Science,nursing,0.39
4269,Information Technology;Accounting;Ecology;Architecture;Banking,trades,0.18
2291,Banking;Public Health,cyber security,0.33
3249,Environmental Science;Sustainable Design;Law;Design,education,0.43
106,Information Technology;Nursing;Film;Public Health,health sciences,0.48
4148,Design;Artificial Intelligence,cyber security,0.27
2831,Environmental Science;Psychology;Ecology,mining,0.18
3305,Accounting;Computer Science,education,0.35
594,Engineering;Public Health;Nursing;Accounting,information technology,0.37
1318,Sustainable Design;Finance;Ecology,education,0.38
4557,Computer Science;Sustainable Design;Education;Information Technology;Design,nursing,0.25
4417,Design;Banking;Education;Engineering,agriculture,0.3
4233,Computer Science;Sustainable Design,construction,0.37
4288,Law;Architecture;Ecology;Environmental Science,logistics,0.14
4889,Nursing;Film;Data Science;Artificial Intelligence,information technology,0.41
2206,Information Technology;Data Science,agriculture,0.36
4015,Data Science;Design;Computer Science;Public Health,information technology,0.6
682,Sustainable Design;Banking,agriculture,0.32
886,Banking;Film;Environmental Science;Design,information technology,0.4
676,Computer Science;Nursing,engineering,0.46
1194,Education;Public Health;Law;Information Technology,information technology,0.58
3125,Finance;Education;Information Technology;Business,health sciences,0.49
1260,Artificial Intelligence;Data Science;Finance;Public Health,agriculture,0.37
2455,Architecture;Ecology;Education;Information Technology,nursing,0.24
1188,Architecture;Law;Film,education,0.31
3033,Data Science;Ecology;Computer Science,agriculture,0.35
668,Ecology;Film;International Law,information technology,0.32
4554,Education;Marketing;Information Technology;Law,health sciences,0.47
4008,Artificial Intelligence;Accounting;Business;Data Science,health sciences,0.4
4919,Film;Cybersecurity;Environmental Science;Public Health,information technology,0.35
2993,Engineering;Accounting;Public Health;Environmental Science;Nursing,mining,0.21
764,Psychology;Cybersecurity;Banking;Nursing;Computer Science,education,0.33
894,Data Science;Sustainable Design;Engineering;Education;Renewable Energy,mining,0.26
4503,Data Science;Banking;Sustainable Design;Ecology;Accounting,education,0.33
1995,Education;Information Technology;Public Health,mining,0.23
3835,Artificial Intelligence;Ecology;Marketing;Environmental Science,construction,0.22
1914,Law;Finance,information technology,0.37
484,Psychology;Sustainable Design;Cybersecurity;Accounting,education,0.27
4909,Data Science;Film,logistics,0.13
1979,Banking;Information Technology,agriculture,0.33
3923,Computer Science;Engineering;Design,agriculture,0.25
2180,Data Science;Marketing,nursing,0.2
2015,International Law;Computer Science,nursing,0.26
3703,Cybersecurity;Law;Public Health,information technology,0.32
4966,Education;Accounting;Marketing,cyber security,0.22
3752,Information Technology;Business,health sciences,0.46
3854,Education;Cybersecurity;Banking,trades,0.15
983,Renewable Energy;Engineering;Design;Accounting;Education,education,0.44
1864,Artificial Intelligence;Ecology,mining,0.12
1317,Data Science;Psychology,health sciences,0.55
3477,Public Health;Education,cyber security,0.35
3598,Design;International Law,logistics,0.19
243,Finance;Sustainable Design,mining,0.24
446,Information Technology;Law;Public Health;Renewable Energy,education,0.48
1900,International Law;Cybersecurity;Education,engineering,0.27
4086,International Law;Data Science;Information Technology,engineering,0.45
4146,Film;Computer Science;Design;Architecture;Cybersecurity,cyber security,0.21
4763,Marketing;Ecology;Accounting;Banking,engineering,0.3
4994,International Law;Law;Psychology;Sustainable Design,nursing,0.24
4099,Computer Science;Accounting,logistics,0.21
4449,Computer Science;Engineering;Nursing;International Law,logistics,0.24
2385,Cybersecurity;Finance;Sustainable Design;Banking,construction,0.27
136,Banking;Renewable Energy;Architecture,education,0.28
3861,Law;Business;Engineering,education,0.41
1902,Design;Film,nursing,0.07
1735,Film;Business,trades,0.18
4667,Public Health;Artificial Intelligence;Psychology;Architecture,construction,0.23
2280,Film;Nursing,cyber security,0.11
1698,International Law;Computer Science;Data Science;Architecture,education,0.42
606,Cybersecurity;Sustainable Design;Marketing;Law;Banking,information technology,0.35
3347,Accounting;Education;International Law;Cybersecurity,health sciences,0.36
4201,Finance;Artificial Intelligence,logistics,0.22
2318,Marketing;Law;Banking;Ecology;Environmental Science,nursing,0.19
3518,Finance;Design;Marketing;Architecture,logistics,0.23
62,Finance;Engineering;Environmental Science,health sciences,0.54
3972,Design;Cybersecurity;Renewable Energy,mining,0.14
3824,Marketing;Engineering;International Law,education,0.39
2141,Computer Science;International Law;Nursing;Cybersecurity,information technology,0.36
3946,Marketing;Design;Computer Science;Architecture,information technology,0.49
3829,Ecology;Public Health,information technology,0.37
4690,Engineering;Finance,logistics,0.33
4300,Film;International Law;Marketing,education,0.33
643,Renewable Energy;Nursing,engineering,0.29
4564,Architecture;Business,agriculture,0.27
1222,Architecture;Banking;Business;Education;Film,health sciences,0.35
1890,Education;Finance,nursing,0.28
990,Nursing;Computer Science;Sustainable Design;International Law,engineering,0.42
2838,Law;Architecture;Information Technology;Data Science;International Law,education,0.43
4968,Public Health;Artificial Intelligence;Information Technology;Cybersecurity,mining,0.15
1269,International Law;Public Health;Ecology;Banking,nursing,0.22
4569,Artificial Intelligence;Sustainable Design;Accounting,education,0.28
355,Education;Banking;Public Health,construction,0.3
402,Computer Science;Banking;Accounting,engineering,0.39
3354,Public Health;Banking;Cybersecurity,trades,0.14
4568,Renewable Energy;Public Health,mining,0.25
3854,Education;Cybersecurity;Banking,information technology,0.31
1643,Accounting;Nursing,construction,0.18
4473,Psychology;Renewable Energy;Environmental Science;Information Technology;Cybersecurity,engineering,0.37
2793,Environmental Science;Data Science;Nursing;Artificial Intelligence,mining,0.16
2272,Public Health;Business,trades,0.23
3011,Environmental Science;International Law;Business;Banking;Engineering,cyber security,0.29
2722,Renewable Energy;International Law,logistics,0.17
936,Renewable Energy;Marketing;Environmental Science;Information Technology;Cybersecurity,cyber security,0.31
2984,Sustainable Design;Design,mining,0.16
3454,Education;Marketing;Film;Business;Sustainable Design,nursing,0.19
1706,Law;Nursing;International Law,health sciences,0.45
1404,Psychology;Education;Banking;Computer Science;Accounting,nursing,0.28
836,Cybersecurity;Banking;Data Science,trades,0.16
1773,Renewable Energy;Nursing;Cybersecurity,nursing,0.39
723,Data Science;Public Health,agriculture,0.38
168,Engineering;Data Science;Film;Banking;Artificial Intelligence,construction,0.29
1970,Sustainable Design;Psychology;Engineering;Information Technology;Marketing,trades,0.17
3779,Cybersecurity;International Law;Engineering;Information Technology,education,0.35
4630,Marketing;Public Health;Computer Science;Education;Accounting,trades,0.2
2822,Renewable Energy;Law;Environmental Science;Education;Computer Science,nursing,0.28
2002,Sustainable Design;Banking;Law;Finance;Artificial Intelligence,health sciences,0.34
2442,Cybersecurity;Education;Engineering;International Law,construction,0.27
144,Business;Architecture;International Law,health sciences,0.37
4675,Ecology;Artificial Intelligence;Nursing,agriculture,0.26
2080,Public Health;Ecology;Accounting;Finance;Artificial Intelligence,agriculture,0.34
4948,Business;Nursing,agriculture,0.26
4749,Cybersecurity;Education,health sciences,0.38
4323,Public Health;Computer Science;Cybersecurity;Ecology,nursing,0.23
383,Information Technology;Renewable Energy;Film,construction,0.25
3131,Marketing;Law;Finance;Accounting,mining,0.23
3602,Finance;Artificial Intelligence;Marketing;Computer Science,health sciences,0.4
699,Accounting;Architecture;Cybersecurity,agriculture,0.18
3705,Finance;Marketing;Banking,trades,0.28
2403,Education;Psychology;Finance;Engineering;Film,trades,0.14
2906,Engineering;Artificial Intelligence;Renewable Energy;Film,mining,0.2
3907,Marketing;Artificial Intelligence;Data Science;Business;Psychology,health sciences,0.42
3922,Education;Accounting,information technology,0.39
1375,Nursing;Artificial Intelligence;Engineering;Banking,construction,0.29
424,Nursing;Education;Engineering,cyber security,0.19
2071,Data Science;Education;Psychology,cyber security,0.21
1494,Finance;Data Science,nursing,0.18
3910,Renewable Energy;Law;Environmental Science;Psychology;Banking,agriculture,0.3
3613,Data Science;Environmental Science;Nursing;Banking;Education,education,0.55
3593,Ecology;Sustainable Design;Finance;Design;Information Technology,education,0.38
2323,Computer Science;Law,mining,0.2
2656,Ecology;Data Science;International Law,cyber security,0.28
346,Architecture;Education;Marketing;Banking;Data Science,logistics,0.23
1427,Psychology;Renewable Energy,agriculture,0.27
2069,Nursing;Marketing;Film,education,0.33
4771,International Law;Marketing;Banking;Film;Accounting,engineering,0.27
4349,Accounting;International Law;Banking;Engineering;Renewable Energy,engineering,0.43
4878,Engineering;Public Health,logistics,0.3
1097,Nursing;Cybersecurity;Marketing;Business;Engineering,engineering,0.43
1419,Renewable Energy;Information Technology;International Law,nursing,0.17
3273,Environmental Science;Business;Finance;Public Health,logistics,0.24
2714,International Law;Environmental Science;Ecology,logistics,0.19
4035,Finance;Architecture;Engineering;Design,nursing,0.2
1846,Data Science;Information Technology;Renewable Energy;International Law,nursing,0.19
4945,Cybersecurity;Ecology;Data Science;Accounting;Business,construction,0.21
2510,Computer Science;Banking,information technology,0.53
1899,International Law;Information Technology,education,0.45
2666,Finance;Public Health,cyber security,0.34
1726,Film;Engineering,engineering,0.57
456,Public Health;Ecology;Marketing;Finance;Business,trades,0.2
2389,Sustainable Design;Information Technology;Banking;Accounting,nursing,0.18
2002,Sustainable Design;Banking;Law;Finance;Artificial Intelligence,information technology,0.41
4469,Education;Artificial Intelligence,cyber security,0.34
2269,Sustainable Design;Engineering;Artificial Intelligence,logistics,0.29
2311,Sustainable Design;Film;Ecology;Business;Psychology,logistics,0.15
4687,Accounting;Psychology;Computer Science;Law;Finance,logistics,0.15
2670,Business;Design;Film,mining,0.17
2982,Psychology;Environmental Science;Information Technology,mining,0.23
3226,Business;Renewable Energy,health sciences,0.35
810,Data Science;Computer Science;Public Health;Finance;Sustainable Design,logistics,0.22
4853,Renewable Energy;Accounting;Nursing;International Law;Finance,education,0.37
2711,Cybersecurity;Accounting;Computer Science,health sciences,0.3
1490,Data Science;Law;International Law,nursing,0.24
2782,Public Health;Sustainable Design;Renewable Energy,information technology,0.47
2261,Nursing;Education;Banking,logistics,0.19
3963,Nursing;Business,trades,0.21
2423,Marketing;Public Health;Accounting,agriculture,0.3
3863,Architecture;Information Technology;Banking;Environmental Science;Computer Science,logistics,0.24
1655,Ecology;Environmental Science;Film,logistics,0.14
1630,Public Health;Computer Science;Renewable Energy;Banking;Marketing,logistics,0.23
1675,Information Technology;Business,construction,0.36
11,Design;Ecology;Architecture;Data Science;Computer Science,nursing,0.21
2579,Business;Law;Marketing,agriculture,0.27
3480,Engineering;Sustainable Design;Accounting,nursing,0.25
3297,Film;Psychology;Business,health sciences,0.35
873,Ecology;Information Technology;Law,mining,0.22
389,Design;Architecture;Data Science;Information Technology;Education,education,0.51
4859,Environmental Science;Ecology;Accounting;Law,logistics,0.16
1979,Banking;Information Technology,health sciences,0.39
3381,Public Health;Law;Cybersecurity;Accounting,cyber security,0.32
520,Sustainable Design;Law;Information Technology,information technology,0.61
1731,Nursing;Ecology;Education;Psychology;Finance,education,0.51
3137,Ecology;Law,engineering,0.28
4606,Accounting;Artificial Intelligence,construction,0.2
1907,Nursing;Engineering,mining,0.17
3032,Engineering;Cybersecurity,information technology,0.31
1910,Architecture;Finance;Psychology;Film,nursing,0.16
85,Finance;Public Health;Banking;Psychology,engineering,0.31
109,Banking;Data Science;Education;Engineering,mining,0.27
639,Public Health;Design;Engineering;Ecology;Banking,mining,0.23
671,Ecology;Design;Data Science,logistics,0.2
576,Accounting;Engineering,cyber security,0.17
4607,Nursing;Film;Computer Science;Renewable Energy,nursing,0.36
967,Renewable Energy;Psychology,health sciences,0.38
128,Nursing;Accounting;Psychology;Film,construction,0.13
1997,Artificial Intelligence;Marketing;Renewable Energy;Architecture,nursing,0.16
1920,Ecology;International Law;Accounting;Cybersecurity;Engineering,nursing,0.19
3528,Renewable Energy;Architecture,trades,0.09
4791,Information Technology;Artificial Intelligence;Business;Engineering;Nursing,trades,0.19
1536,Banking;Computer Science,engineering,0.43
4680,Ecology;Banking;Education;Environmental Science,cyber security,0.24
586,Engineering;Computer Science;Finance,nursing,0.25
3282,Film;Engineering,construction,0.32
4231,Artificial Intelligence;Banking;Design,information technology,0.43
1625,Data Science;Computer Science;Education;Film,health sciences,0.51
2369,Design;Information Technology;Film;Renewable Energy,construction,0.31
3959,Banking;Artificial Intelligence,cyber security,0.32
1189,Marketing;Sustainable Design;Accounting;Public Health;Environmental Science,education,0.45
919,Data Science;Psychology;Renewable Energy;Cybersecurity,mining,0.16
2909,Design;Architecture;Psychology,mining,0.1
2260,Design;Finance;Business;Psychology,construction,0.31
3749,Public Health;Sustainable Design;Psychology;Accounting,information technology,0.39
4108,Psychology;Engineering;Banking;International Law;Artificial Intelligence,agriculture,0.24
3580,Computer Science;Finance;Psychology;Data Science,trades,0.17
2746,Finance;Computer Science;Marketing,information technology,0.52
4854,Law;Business,logistics,0.17
616,Artificial Intelligence;Computer Science,cyber security,0.38
2778,International Law;Ecology;Business,cyber security,0.27
1546,Law;Marketing;Artificial Intelligence;Education,agriculture,0.29
1534,Banking;Law;Psychology;Accounting;Information Technology,agriculture,0.25
2956,Public Health;Engineering;Artificial Intelligence,agriculture,0.32
3786,Computer Science;Law,agriculture,0.26
1783,Marketing;Sustainable Design;Information Technology,trades,0.2
4412,Nursing;Law;Artificial Intelligence;Information Technology;Marketing,cyber security,0.31
3184,Marketing;Business;International Law;Engineering;Ecology,education,0.37
714,Renewable Energy;Nursing,engineering,0.29
299,Law;Data Science;Education,health sciences,0.56
2443,Psychology;Nursing;Business;Finance;Marketing,engineering,0.35
2374,Computer Science;Renewable Energy;Cybersecurity;Banking;Nursing,logistics,0.18
935,Sustainable Design;Marketing;Ecology;Architecture,construction,0.28
2858,Public Health;Sustainable Design;Computer Science;Data Science;Architecture,agriculture,0.33
3418,Nursing;Engineering,nursing,0.66
1149,Architecture;Banking;Cybersecurity,construction,0.21
2466,Banking;Psychology;Data Science;Public Health,logistics,0.18
599,Law;Architecture;Ecology;Artificial Intelligence;Public Health,construction,0.24
2058,Architecture;Nursing;Psychology,engineering,0.39
4933,Data Science;Banking;Film,construction,0.25
1407,Engineering;Film,nursing,0.16
4485,Environmental Science;Architecture,construction,0.35
4722,Design;Data Science,health sciences,0.43
2854,Marketing;Ecology,health sciences,0.37
684,Finance;Law,education,0.45
1676,Environmental Science;Accounting;Finance,engineering,0.39
4610,Nursing;Law;Psychology,cyber security,0.17
2980,Data Science;Cybersecurity;International Law;Marketing;Business,logistics,0.24
1602,Architecture;Cybersecurity;Engineering,education,0.26
3443,Nursing;Finance;Law;Accounting;Data Science,agriculture,0.29
3609,Law;Renewable Energy;Accounting,engineering,0.28
20,Renewable Energy;Environmental Science;Engineering;International Law,information technology,0.5
4419,Data Science;Engineering;Public Health,engineering,0.6
8,Ecology;Banking;Design,information technology,0.35
1991,Banking;Information Technology,nursing,0.15
4732,Data Science;Architecture;Law;Environmental Science;Accounting,logistics,0.17
2749,Artificial Intelligence;Data Science;Cybersecurity,construction,0.18
836,Cybersecurity;Banking;Data Science,cyber security,0.3
227,Nursing;International Law,trades,0.13
1493,Marketing;Engineering;Architecture;Ecology;Environmental Science,trades,0.11
4916,Architecture;International Law,logistics,0.15
630,Artificial Intelligence;Law,trades,0.09
3220,Ecology;Public Health;Nursing,engineering,0.3
4269,Information Technology;Accounting;Ecology;Architecture;Banking,education,0.3
277,Marketing;Education;Engineering,education,0.57
2647,Finance;Artificial Intelligence;Film;Sustainable Design;Nursing,construction,0.27
2504,Nursing;Law;Environmental Science;Cybersecurity,construction,0.18
2588,Nursing;Finance;Psychology,education,0.42
2720,Data Science;Education;Artificial Intelligence;Design,cyber security,0.28
1732,Artificial Intelligence;Public Health;Ecology;Engineering;Renewable Energy,education,0.38
3253,Information Technology;Nursing;Accounting,health sciences,0.41
1886,Psychology;Artificial Intelligence;Banking;Sustainable Design;Architecture,nursing,0.2
886,Banking;Film;Environmental Science;Design,education,0.33
546,Banking;Artificial Intelligence;Business,education,0.29
437,Cybersecurity;Film;Artificial Intelligence;Design;Psychology,logistics,0.13
4422,Architecture;Film;Psychology;International Law;Renewable Energy,health sciences,0.33
918,Cybersecurity;Accounting;International Law,engineering,0.24
1192,Law;Accounting;Data Science;Film;Artificial Intelligence,logistics,0.14
2943,Finance;Accounting;Psychology;Design,engineering,0.38
1908,Business;Film;Finance;Marketing;Law,agriculture,0.27
3459,Computer Science;Public Health;Accounting;Artificial Intelligence,cyber security,0.34
3401,Engineering;Banking,engineering,0.63
570,Marketing;Law,logistics,0.19
3413,Psychology;Finance;Artificial Intelligence;Nursing;Information Technology,logistics,0.2
342,International Law;Film,trades,0.1
1420,Public Health;Data Science,construction,0.32
3038,Law;Artificial Intelligence;Banking;International Law;Psychology,construction,0.2
1559,Law;Sustainable Design;International Law;Film;Public Health,information technology,0.41
605,Sustainable Design;Information Technology;Public Health;Data Science,trades,0.16
270,Renewable Energy;Public Health,health sciences,0.52
146,Data Science;Public Health;Renewable Energy;Business;Environmental Science,agriculture,0.39
2626,Computer Science;Information Technology;Ecology;Data Science,trades,0.16
2700,Data Science;Architecture;Film;Education,engineering,0.38
3448,Marketing;Finance;Artificial Intelligence;Data Science,nursing,0.17
4591,Banking;Finance;Environmental Science;Data Science,cyber security,0.29
2270,Cybersecurity;Data Science;Sustainable Design,education,0.33
4937,Artificial Intelligence;Computer Science;Data Science;Marketing,education,0.38
779,Marketing;Banking;Law;Renewable Energy,mining,0.27
3348,Computer Science;International Law,nursing,0.26
3500,Computer Science;Artificial Intelligence;Information Technology;Architecture,mining,0.17
2367,Renewable Energy;Law,agriculture,0.31
3533,Accounting;Finance;Architecture;Sustainable Design;Renewable Energy,mining,0.22
1884,Sustainable Design;Psychology;Law,construction,0.23
4133,Artificial Intelligence;Education;Marketing,health sciences,0.43
183,Education;Public Health,mining,0.19
143,Finance;Artificial Intelligence;Film;Psychology,cyber security,0.19
1762,Business;International Law;Data Science;Law;Design,logistics,0.19
3306,International Law;Sustainable Design;Psychology;Education,trades,0.11
251,Business;Computer Science;Education,agriculture,0.37
4761,Education;Artificial Intelligence;International Law;Law;Design,mining,0.17
2595,Engineering;Environmental Science;Accounting,agriculture,0.34
3599,Psychology;Nursing,mining,0.04
3452,Business;Computer Science;Accounting;Education,trades,0.24
289,Cybersecurity;Business,nursing,0.13
4983,Nursing;Banking,agriculture,0.24
3531,Sustainable Design;Ecology,trades,0.05
4540,Law;Cybersecurity;Renewable Energy;Environmental Science,nursing,0.18
3661,Architecture;Public Health;Design,agriculture,0.24
1245,Information Technology;Artificial Intelligence;Business;Environmental Science;Accounting,information technology,0.58
1871,Education;Sustainable Design;Accounting,cyber security,0.22
152,Artificial Intelligence;Information Technology,logistics,0.29
1546,Law;Marketing;Artificial Intelligence;Education,trades,0.14
2036,Ecology;Public Health;Environmental Science;Film;Banking,construction,0.24
2165,Accounting;Sustainable Design;Banking;Ecology;Data Science,education,0.33
4563,Artificial Intelligence;Public Health;Design;Nursing;Computer Science,mining,0.12
4438,Marketing;Design,mining,0.16
589,Nursing;International Law;Artificial Intelligence,health sciences,0.42
4545,Renewable Energy;Artificial Intelligence;Accounting,trades,0.18
191,Information Technology;Finance;Sustainable Design,agriculture,0.39
2863,Environmental Science;Design;Nursing;Law;Engineering,nursing,0.4
2528,Marketing;Design;Film;Education;Psychology,nursing,0.21
2531,International Law;Architecture;Education;Information Technology;Psychology,cyber security,0.26
2876,Data Science;Renewable Energy,education,0.41
3378,Business;Psychology;Accounting;Environmental Science,information technology,0.42
3391,Cybersecurity;International Law;Engineering,logistics,0.25
4368,Sustainable Design;Architecture;Nursing,nursing,0.47
2317,Data Science;Accounting;Public Health;Information Technology,trades,0.21
2404,Renewable Energy;Cybersecurity;Computer Science;Data Science,engineering,0.38
3914,Renewable Energy;Education;Design;International Law,cyber security,0.26
668,Ecology;Film;International Law,nursing,0.12
4100,Business;Design;Renewable Energy,education,0.34
3135,Renewable Energy;Architecture;Sustainable Design;Environmental Science;Banking,engineering,0.4
4937,Artificial Intelligence;Computer Science;Data Science;Marketing,health sciences,0.46
3862,Data Science;Environmental Science;Engineering;Renewable Energy,construction,0.37
489,Education;Law;Cybersecurity;Business,engineering,0.29
2943,Finance;Accounting;Psychology;Design,health sciences,0.33
2384,Accounting;Design;International Law,cyber security,0.24
2783,Ecology;Artificial Intelligence;Marketing;Information Technology,logistics,0.27
1139,Renewable Energy;Psychology,health sciences,0.38
673,Computer Science;Public Health;Film;Environmental Science,logistics,0.16
4524,Cybersecurity;Marketing;Accounting,agriculture,0.19
590,Cybersecurity;Public Health;Engineering;Accounting;International Law,engineering,0.4
2054,Business;Environmental Science,nursing,0.24
4635,Architecture;Design;Public Health,mining,0.14
42,Marketing;Business;International Law;Public Health;Information Technology,information technology,0.59
85,Finance;Public Health;Banking;Psychology,mining,0.22
4436,Cybersecurity;Renewable Energy;International Law,information technology,0.34
2235,Banking;Computer Science,trades,0.24
3000,Data Science;Design;Education,logistics,0.21
4628,Ecology;Psychology;Computer Science,education,0.38
1326,Computer Science;Nursing;Law;Information Technology,construction,0.24
3905,Artificial Intelligence;Engineering;Information Technology;Cybersecurity,education,0.29
3849,Artificial Intelligence;Information Technology;Renewable Energy,information technology,0.64
544,Environmental Science;Banking;Ecology,cyber security,0.23
726,Information Technology;Psychology;Renewable Energy,trades,0.15
489,Education;Law;Cybersecurity;Business,information technology,0.37
4222,Film;Renewable Energy,trades,0.09
4697,Banking;Accounting;Data Science;Computer Science,mining,0.24
4897,Education;Design;Architecture,health sciences,0.38
1898,International Law;Accounting;Finance;Cybersecurity;Design,health sciences,0.28
1300,Accounting;Public Health;Artificial Intelligence;Architecture,education,0.35
2260,Design;Finance;Business;Psychology,engineering,0.4
4127,Artificial Intelligence;Nursing;Data Science,health sciences,0.48
4204,International Law;Public Health;Renewable Energy;Finance;Artificial Intelligence,mining,0.22
3768,Computer Science;Data Science;Marketing;Cybersecurity;Law,logistics,0.2
3058,Sustainable Design;Education;Marketing;International Law,trades,0.17
3237,Cybersecurity;Sustainable Design;Business;Engineering;Finance,health sciences,0.35
3338,Data Science;Computer Science;Marketing,logistics,0.27
3643,Engineering;Business;Finance;International Law,mining,0.3
2272,Public Health;Business,mining,0.28
406,Nursing;Business;Banking,health sciences,0.38
518,Finance;Architecture;Engineering;Marketing,nursing,0.2
1413,Education;Law;Marketing;Nursing,mining,0.15
3544,Business;Computer Science;Engineering;Artificial Intelligence,logistics,0.29
2280,Film;Nursing,health sciences,0.33
1450,Environmental Science;Information Technology;Computer Science,construction,0.32
4745,Information Technology;Banking;Artificial Intelligence;Business;Film,trades,0.2
3533,Accounting;Finance;Architecture;Sustainable Design;Renewable Energy,cyber security,0.19
2829,Information Technology;Banking;Nursing;Artificial Intelligence,education,0.34
3995,Environmental Science;Film,trades,0.06
4210,Design;Artificial Intelligence;Architecture;Data Science;Accounting,construction,0.31
4084,Information Technology;Artificial Intelligence,mining,0.2
4996,International Law;Marketing;Film;Renewable Energy;Artificial Intelligence,logistics,0.18
721,Renewable Energy;Environmental Science;Engineering,nursing,0.24
4560,Finance;Law;Engineering;Sustainable Design;Computer Science,construction,0.36
4770,Marketing;Cybersecurity,cyber security,0.28
3013,Data Science;Nursing;Psychology;Architecture;Film,agriculture,0.19
615,Film;Business,engineering,0.26
4065,Sustainable Design;Artificial Intelligence;Business,cyber security,0.29
2991,Environmental Science;Business,construction,0.38
845,Information Technology;Ecology;Data Science;Renewable Energy,logistics,0.23
1375,Nursing;Artificial Intelligence;Engineering;Banking,trades,0.16
4138,Information Technology;Ecology;Finance;Accounting,cyber security,0.25
3075,Marketing;Accounting,education,0.28
4040,Marketing;Cybersecurity;Renewable Energy;Architecture;Banking,nursing,0.13
680,Environmental Science;Engineering;Architecture;Public Health;Artificial Intelligence,logistics,0.24
4202,Accounting;Finance,engineering,0.3
373,Data Science;Marketing;Artificial Intelligence;Sustainable Design;Nursing,nursing,0.35
3815,Cybersecurity;Environmental Science;Education;Renewable Energy,cyber security,0.29
232,Cybersecurity;Marketing;Accounting;Nursing;Business,agriculture,0.22
4337,Cybersecurity;Nursing;Education;International Law;Renewable Energy,information technology,0.33
1115,Law;International Law;Finance,logistics,0.15
4949,International Law;Design;Marketing;Engineering,logistics,0.29
4641,Engineering;Psychology;Business;Design,agriculture,0.23
4334,Sustainable Design;Artificial Intelligence;Finance,nursing,0.16
3880,Finance;Engineering;Design;Sustainable Design,nursing,0.19
4963,Business;Artificial Intelligence;Cybersecurity;International Law;Nursing,engineering,0.28
2503,Law;Ecology;Sustainable Design;Environmental Science;Business,agriculture,0.35
2512,Information Technology;International Law,mining,0.27
4287,Marketing;Banking,information technology,0.41
4358,Law;Artificial Intelligence;Finance;Psychology,cyber security,0.26
4085,Data Science;Public Health;Computer Science;Psychology;Architecture,agriculture,0.28
539,Ecology;Psychology;Banking;Law;Architecture,information technology,0.31
